town,county,office,district,party,candidate,winner,votes
Sharon,Hillsborough,President,,DEM,Barack Obama,True,162
Shelburne,Coos,President,,DEM,Barack Obama,True,139
Somersworth,Strafford,President,,DEM,Barack Obama,True,3028
South Hampton,Rockingham,President,,DEM,Barack Obama,True,240
Springfield,Sullivan,President,,DEM,Barack Obama,True,365
Stark,Coos,President,,DEM,Barack Obama,True,164
Stewartstown,Coos,President,,DEM,Barack Obama,True,161
Stoddard,Cheshire,President,,DEM,Barack Obama,True,403
Strafford,Strafford,President,,DEM,Barack Obama,True,1235
Stratford,Coos,President,,DEM,Barack Obama,True,167
Stratham,Rockingham,President,,DEM,Barack Obama,True,2411
Success,Coos,President,,DEM,Barack Obama,True,0
Sugar Hill,Grafton,President,,DEM,Barack Obama,True,248
Sullivan,Cheshire,President,,DEM,Barack Obama,True,221
Sunapee,Sullivan,President,,DEM,Barack Obama,True,916
Surry,Cheshire,President,,DEM,Barack Obama,True,270
Sutton,Merrimack,President,,DEM,Barack Obama,True,654
Swanzey,Cheshire,President,,DEM,Barack Obama,True,2133
Tamworth,Carroll,President,,DEM,Barack Obama,True,843
Temple,Hillsborough,President,,DEM,Barack Obama,True,435
Thompson & Meserve's Pur.,Coos,President,,DEM,Barack Obama,True,0
Thornton,Grafton,President,,DEM,Barack Obama,True,743
Tilton,Belknap,President,,DEM,Barack Obama,True,997
Troy,Cheshire,President,,DEM,Barack Obama,True,553
Tuftonboro,Carroll,President,,DEM,Barack Obama,True,671
Unity,Sullivan,President,,DEM,Barack Obama,True,424
Wakefield,Carroll,President,,DEM,Barack Obama,True,1083
Walpole,Cheshire,President,,DEM,Barack Obama,True,1284
Warner,Merrimack,President,,DEM,Barack Obama,True,938
Warren,Grafton,President,,DEM,Barack Obama,True,233
Washington,Sullivan,President,,DEM,Barack Obama,True,285
Waterville Valley,Grafton,President,,DEM,Barack Obama,True,136
Weare,Hillsborough,President,,DEM,Barack Obama,True,2105
Webster,Merrimack,President,,DEM,Barack Obama,True,623
Wentworth,Grafton,President,,DEM,Barack Obama,True,218
Wentworth's Location,Coos,President,,DEM,Barack Obama,True,7
Westmoreland,Cheshire,President,,DEM,Barack Obama,True,676
Whitefield,Coos,President,,DEM,Barack Obama,True,633
Wilmot,Merrimack,President,,DEM,Barack Obama,True,492
Wilton,Hillsborough,President,,DEM,Barack Obama,True,1137
Winchester,Cheshire,President,,DEM,Barack Obama,True,1131
Windham,Rockingham,President,,DEM,Barack Obama,True,2964
Windsor,Hillsborough,President,,DEM,Barack Obama,True,42
Wolfeboro,Carroll,President,,DEM,Barack Obama,True,1854
Woodstock,Grafton,President,,DEM,Barack Obama,True,456
Acworth,Sullivan,President,,LIB,Gary Johnson,False,11
Albany,Carroll,President,,LIB,Gary Johnson,False,9
Alexandria,Grafton,President,,LIB,Gary Johnson,False,20
Allenstown,Merrimack,President,,LIB,Gary Johnson,False,36
Alstead,Cheshire,President,,LIB,Gary Johnson,False,10
Alton,Belknap,President,,LIB,Gary Johnson,False,15
Amherst,Hillsborough,President,,LIB,Gary Johnson,False,100
Andover,Merrimack,President,,LIB,Gary Johnson,False,21
Antrim,Hillsborough,President,,LIB,Gary Johnson,False,13
Ashland,Grafton,President,,LIB,Gary Johnson,False,27
At. & Gil. Academy Grant,Coos,President,,LIB,Gary Johnson,False,0
Atkinson,Rockingham,President,,LIB,Gary Johnson,False,30
Auburn,Rockingham,President,,LIB,Gary Johnson,False,26
Barnstead,Belknap,President,,LIB,Gary Johnson,False,30
Barrington,Strafford,President,,LIB,Gary Johnson,False,72
Bartlett,Carroll,President,,LIB,Gary Johnson,False,14
Bath,Grafton,President,,LIB,Gary Johnson,False,8
Bean's Grant,Coos,President,,LIB,Gary Johnson,False,0
Bean's Purchase,Coos,President,,LIB,Gary Johnson,False,0
Bedford,Hillsborough,President,,LIB,Gary Johnson,False,93
Belmont,Belknap,President,,LIB,Gary Johnson,False,40
Bennington,Hillsborough,President,,LIB,Gary Johnson,False,12
Benton,Grafton,President,,LIB,Gary Johnson,False,3
Berlin,Coos,President,,LIB,Gary Johnson,False,33
Bethlehem,Grafton,President,,LIB,Gary Johnson,False,15
Boscawen,Merrimack,President,,LIB,Gary Johnson,False,34
Bow,Merrimack,President,,LIB,Gary Johnson,False,40
Bradford,Merrimack,President,,LIB,Gary Johnson,False,17
Brentwood,Rockingham,President,,LIB,Gary Johnson,False,35
Bridgewater,Grafton,President,,LIB,Gary Johnson,False,4
Bristol,Grafton,President,,LIB,Gary Johnson,False,17
Brookfield,Carroll,President,,LIB,Gary Johnson,False,11
Brookline,Hillsborough,President,,LIB,Gary Johnson,False,40
Cambridge,Coos,President,,LIB,Gary Johnson,False,0
Campton,Grafton,President,,LIB,Gary Johnson,False,26
Canaan,Grafton,President,,LIB,Gary Johnson,False,19
Candia,Rockingham,President,,LIB,Gary Johnson,False,17
Canterbury,Merrimack,President,,LIB,Gary Johnson,False,21
Carroll,Coos,President,,LIB,Gary Johnson,False,6
Center Harbor,Belknap,President,,LIB,Gary Johnson,False,2
Chandler's Purchase,Coos,President,,LIB,Gary Johnson,False,0
Charlestown,Sullivan,President,,LIB,Gary Johnson,False,28
Chatham,Carroll,President,,LIB,Gary Johnson,False,1
Chester,Rockingham,President,,LIB,Gary Johnson,False,29
Chesterfield,Cheshire,President,,LIB,Gary Johnson,False,17
Chichester,Merrimack,President,,LIB,Gary Johnson,False,28
Claremont,Sullivan,President,,LIB,Gary Johnson,False,65
Clarksville,Coos,President,,LIB,Gary Johnson,False,2
Colebrook,Coos,President,,LIB,Gary Johnson,False,12
Columbia,Coos,President,,LIB,Gary Johnson,False,2
Concord,Merrimack,President,,LIB,Gary Johnson,False,239
Conway,Carroll,President,,LIB,Gary Johnson,False,48
Cornish,Sullivan,President,,LIB,Gary Johnson,False,11
Crawford's Purchase,Coos,President,,LIB,Gary Johnson,False,0
Croydon,Sullivan,President,,LIB,Gary Johnson,False,10
Cutt's Grant,Coos,President,,LIB,Gary Johnson,False,0
Dalton,Coos,President,,LIB,Gary Johnson,False,11
Danbury,Merrimack,President,,LIB,Gary Johnson,False,8
Danville,Rockingham,President,,LIB,Gary Johnson,False,27
Deerfield,Rockingham,President,,LIB,Gary Johnson,False,36
Deering,Hillsborough,President,,LIB,Gary Johnson,False,20
Derry,Rockingham,President,,LIB,Gary Johnson,False,209
Dix's Grant,Coos,President,,LIB,Gary Johnson,False,0
Dixville,Coos,President,,LIB,Gary Johnson,False,0
Dorchester,Grafton,President,,LIB,Gary Johnson,False,5
Dover,Strafford,President,,LIB,Gary Johnson,False,262
Dublin,Cheshire,President,,LIB,Gary Johnson,False,12
Dummer,Coos,President,,LIB,Gary Johnson,False,1
Dunbarton,Merrimack,President,,LIB,Gary Johnson,False,16
Durham,Strafford,President,,LIB,Gary Johnson,False,102
East Kingston,Rockingham,President,,LIB,Gary Johnson,False,19
Easton,Grafton,President,,LIB,Gary Johnson,False,2
Eaton,Carroll,President,,LIB,Gary Johnson,False,4
Effingham,Carroll,President,,LIB,Gary Johnson,False,14
Ellsworth,Grafton,President,,LIB,Gary Johnson,False,0
Enfield,Grafton,President,,LIB,Gary Johnson,False,33
Epping,Rockingham,President,,LIB,Gary Johnson,False,56
Epsom,Merrimack,President,,LIB,Gary Johnson,False,23
Errol,Coos,President,,LIB,Gary Johnson,False,1
Erving's Location,Coos,President,,LIB,Gary Johnson,False,0
Exeter,Rockingham,President,,LIB,Gary Johnson,False,75
Farmington,Strafford,President,,LIB,Gary Johnson,False,27
Fitzwilliam,Cheshire,President,,LIB,Gary Johnson,False,12
Francestown,Hillsborough,President,,LIB,Gary Johnson,False,48
Franconia,Grafton,President,,LIB,Gary Johnson,False,6
Franklin,Merrimack,President,,LIB,Gary Johnson,False,46
Freedom,Carroll,President,,LIB,Gary Johnson,False,4
Fremont,Rockingham,President,,LIB,Gary Johnson,False,41
Gilford,Belknap,President,,LIB,Gary Johnson,False,33
Gilmanton,Belknap,President,,LIB,Gary Johnson,False,18
Gilsum,Cheshire,President,,LIB,Gary Johnson,False,9
Goffstown,Hillsborough,President,,LIB,Gary Johnson,False,104
Gorham,Coos,President,,LIB,Gary Johnson,False,16
Goshen,Sullivan,President,,LIB,Gary Johnson,False,7
Grafton,Grafton,President,,LIB,Gary Johnson,False,28
Grantham,Sullivan,President,,LIB,Gary Johnson,False,14
Green's Grant,Coos,President,,LIB,Gary Johnson,False,0
Greenfield,Hillsborough,President,,LIB,Gary Johnson,False,18
Greenland,Rockingham,President,,LIB,Gary Johnson,False,21
Greenville,Hillsborough,President,,LIB,Gary Johnson,False,22
Groton,Grafton,President,,LIB,Gary Johnson,False,4
Hadley's Purchase,Coos,President,,LIB,Gary Johnson,False,0
Hale's Location,Carroll,President,,LIB,Gary Johnson,False,0
Hampstead,Rockingham,President,,LIB,Gary Johnson,False,45
Hampton,Rockingham,President,,LIB,Gary Johnson,False,76
Hampton Falls,Rockingham,President,,LIB,Gary Johnson,False,14
Hancock,Hillsborough,President,,LIB,Gary Johnson,False,13
Hanover,Grafton,President,,LIB,Gary Johnson,False,69
Harrisville,Cheshire,President,,LIB,Gary Johnson,False,7
Hart's Location,Carroll,President,,LIB,Gary Johnson,False,0
Haverhill,Grafton,President,,LIB,Gary Johnson,False,27
Hebron,Grafton,President,,LIB,Gary Johnson,False,3
Henniker,Merrimack,President,,LIB,Gary Johnson,False,35
Hill,Merrimack,President,,LIB,Gary Johnson,False,8
Hillsborough,Hillsborough,President,,LIB,Gary Johnson,False,47
Hinsdale,Cheshire,President,,LIB,Gary Johnson,False,28
Holderness,Grafton,President,,LIB,Gary Johnson,False,10
Hollis,Hillsborough,President,,LIB,Gary Johnson,False,56
Hooksett,Merrimack,President,,LIB,Gary Johnson,False,62
Hopkinton,Merrimack,President,,LIB,Gary Johnson,False,31
Hudson,Hillsborough,President,,LIB,Gary Johnson,False,139
Jackson,Carroll,President,,LIB,Gary Johnson,False,4
Jaffrey,Cheshire,President,,LIB,Gary Johnson,False,38
Jefferson,Coos,President,,LIB,Gary Johnson,False,8
Keene,Cheshire,President,,LIB,Gary Johnson,False,182
Kensington,Rockingham,President,,LIB,Gary Johnson,False,19
Kilkenny,Coos,President,,LIB,Gary Johnson,False,0
Kingston,Rockingham,President,,LIB,Gary Johnson,False,45
Laconia,Belknap,President,,LIB,Gary Johnson,False,53
Lancaster,Coos,President,,LIB,Gary Johnson,False,24
Landaff,Grafton,President,,LIB,Gary Johnson,False,0
Langdon,Sullivan,President,,LIB,Gary Johnson,False,5
Lebanon,Grafton,President,,LIB,Gary Johnson,False,67
Lee,Strafford,President,,LIB,Gary Johnson,False,36
Lempster,Sullivan,President,,LIB,Gary Johnson,False,6
Lincoln,Grafton,President,,LIB,Gary Johnson,False,12
Lisbon,Grafton,President,,LIB,Gary Johnson,False,8
Litchfield,Hillsborough,President,,LIB,Gary Johnson,False,49
Littleton,Grafton,President,,LIB,Gary Johnson,False,36
Livermore,Grafton,President,,LIB,Gary Johnson,False,0
Londonderry,Rockingham,President,,LIB,Gary Johnson,False,123
Loudon,Merrimack,President,,LIB,Gary Johnson,False,34
Low & Burbank's Grant,Coos,President,,LIB,Gary Johnson,False,0
Lyman,Grafton,President,,LIB,Gary Johnson,False,4
Lyme,Grafton,President,,LIB,Gary Johnson,False,10
Lyndeborough,Hillsborough,President,,LIB,Gary Johnson,False,13
Madbury,Strafford,President,,LIB,Gary Johnson,False,12
Madison,Carroll,President,,LIB,Gary Johnson,False,19
Manchester,Hillsborough,President,,LIB,Gary Johnson,False,621
Marlborough,Cheshire,President,,LIB,Gary Johnson,False,11
Marlow,Cheshire,President,,LIB,Gary Johnson,False,10
Martin's Location,Coos,President,,LIB,Gary Johnson,False,0
Mason,Hillsborough,President,,LIB,Gary Johnson,False,24
Meredith,Belknap,President,,LIB,Gary Johnson,False,27
Merrimack,Hillsborough,President,,LIB,Gary Johnson,False,196
Middleton,Strafford,President,,LIB,Gary Johnson,False,12
Milan,Coos,President,,LIB,Gary Johnson,False,6
Milford,Hillsborough,President,,LIB,Gary Johnson,False,112
Millsfield,Coos,President,,LIB,Gary Johnson,False,1
Milton,Strafford,President,,LIB,Gary Johnson,False,18
Monroe,Grafton,President,,LIB,Gary Johnson,False,12
Mont Vernon,Hillsborough,President,,LIB,Gary Johnson,False,17
Moultonborough,Carroll,President,,LIB,Gary Johnson,False,21
Nashua,Hillsborough,President,,LIB,Gary Johnson,False,488
Nelson,Cheshire,President,,LIB,Gary Johnson,False,8
New Boston,Hillsborough,President,,LIB,Gary Johnson,False,28
New Castle,Rockingham,President,,LIB,Gary Johnson,False,2
New Durham,Strafford,President,,LIB,Gary Johnson,False,19
New Hampton,Belknap,President,,LIB,Gary Johnson,False,11
New Ipswich,Hillsborough,President,,LIB,Gary Johnson,False,38
New London,Merrimack,President,,LIB,Gary Johnson,False,30
Newbury,Merrimack,President,,LIB,Gary Johnson,False,6
Newfields,Rockingham,President,,LIB,Gary Johnson,False,5
Newington,Rockingham,President,,LIB,Gary Johnson,False,3
Newmarket,Rockingham,President,,LIB,Gary Johnson,False,72
Newport,Sullivan,President,,LIB,Gary Johnson,False,49
Newton,Rockingham,President,,LIB,Gary Johnson,False,30
North Hampton,Rockingham,President,,LIB,Gary Johnson,False,27
Northfield,Merrimack,President,,LIB,Gary Johnson,False,23
Northumberland,Coos,President,,LIB,Gary Johnson,False,10
Northwood,Rockingham,President,,LIB,Gary Johnson,False,36
Nottingham,Rockingham,President,,LIB,Gary Johnson,False,47
Odell,Coos,President,,LIB,Gary Johnson,False,0
Orange,Grafton,President,,LIB,Gary Johnson,False,1
Orford,Grafton,President,,LIB,Gary Johnson,False,11
Ossipee,Carroll,President,,LIB,Gary Johnson,False,15
Pelham,Hillsborough,President,,LIB,Gary Johnson,False,60
Pembroke,Merrimack,President,,LIB,Gary Johnson,False,40
Peterborough,Hillsborough,President,,LIB,Gary Johnson,False,38
Piermont,Grafton,President,,LIB,Gary Johnson,False,7
Pinkham's Grant,Coos,President,,LIB,Gary Johnson,False,1
Pittsburg,Coos,President,,LIB,Gary Johnson,False,4
Pittsfield,Merrimack,President,,LIB,Gary Johnson,False,35
Plainfield,Sullivan,President,,LIB,Gary Johnson,False,19
Plaistow,Rockingham,President,,LIB,Gary Johnson,False,40
Plymouth,Grafton,President,,LIB,Gary Johnson,False,103
Portsmouth,Rockingham,President,,LIB,Gary Johnson,False,144
Randolph,Coos,President,,LIB,Gary Johnson,False,0
Raymond,Rockingham,President,,LIB,Gary Johnson,False,64
Richmond,Cheshire,President,,LIB,Gary Johnson,False,10
Rindge,Cheshire,President,,LIB,Gary Johnson,False,58
Rochester,Strafford,President,,LIB,Gary Johnson,False,174
Rollinsford,Strafford,President,,LIB,Gary Johnson,False,28
Roxbury,Cheshire,President,,LIB,Gary Johnson,False,1
Rumney,Grafton,President,,LIB,Gary Johnson,False,11
Rye,Rockingham,President,,LIB,Gary Johnson,False,19
Salem,Rockingham,President,,LIB,Gary Johnson,False,123
Salisbury,Merrimack,President,,LIB,Gary Johnson,False,12
Sanbornton,Belknap,President,,LIB,Gary Johnson,False,19
Sandown,Rockingham,President,,LIB,Gary Johnson,False,33
Sandwich,Carroll,President,,LIB,Gary Johnson,False,2
Sargent's Purchase,Coos,President,,LIB,Gary Johnson,False,0
Seabrook,Rockingham,President,,LIB,Gary Johnson,False,40
Second College Grant,Coos,President,,LIB,Gary Johnson,False,0
Sharon,Hillsborough,President,,LIB,Gary Johnson,False,5
Shelburne,Coos,President,,LIB,Gary Johnson,False,2
Somersworth,Strafford,President,,LIB,Gary Johnson,False,66
South Hampton,Rockingham,President,,LIB,Gary Johnson,False,7
Springfield,Sullivan,President,,LIB,Gary Johnson,False,7
Stark,Coos,President,,LIB,Gary Johnson,False,0
Stewartstown,Coos,President,,LIB,Gary Johnson,False,4
Stoddard,Cheshire,President,,LIB,Gary Johnson,False,0
Strafford,Strafford,President,,LIB,Gary Johnson,False,28
Stratford,Coos,President,,LIB,Gary Johnson,False,2
Stratham,Rockingham,President,,LIB,Gary Johnson,False,27
Success,Coos,President,,LIB,Gary Johnson,False,0
Sugar Hill,Grafton,President,,LIB,Gary Johnson,False,4
Sullivan,Cheshire,President,,LIB,Gary Johnson,False,6
Sunapee,Sullivan,President,,LIB,Gary Johnson,False,25
Surry,Cheshire,President,,LIB,Gary Johnson,False,5
Sutton,Merrimack,President,,LIB,Gary Johnson,False,7
Swanzey,Cheshire,President,,LIB,Gary Johnson,False,30
Tamworth,Carroll,President,,LIB,Gary Johnson,False,17
Temple,Hillsborough,President,,LIB,Gary Johnson,False,13
Thompson & Meserve's Pur.,Coos,President,,LIB,Gary Johnson,False,0
Thornton,Grafton,President,,LIB,Gary Johnson,False,23
Tilton,Belknap,President,,LIB,Gary Johnson,False,28
Troy,Cheshire,President,,LIB,Gary Johnson,False,24
Tuftonboro,Carroll,President,,LIB,Gary Johnson,False,13
Unity,Sullivan,President,,LIB,Gary Johnson,False,10
Wakefield,Carroll,President,,LIB,Gary Johnson,False,25
Walpole,Cheshire,President,,LIB,Gary Johnson,False,27
Warner,Merrimack,President,,LIB,Gary Johnson,False,22
Warren,Grafton,President,,LIB,Gary Johnson,False,7
Washington,Sullivan,President,,LIB,Gary Johnson,False,9
Waterville Valley,Grafton,President,,LIB,Gary Johnson,False,1
Weare,Hillsborough,President,,LIB,Gary Johnson,False,68
Webster,Merrimack,President,,LIB,Gary Johnson,False,18
Wentworth,Grafton,President,,LIB,Gary Johnson,False,11
Wentworth's Location,Coos,President,,LIB,Gary Johnson,False,1
Westmoreland,Cheshire,President,,LIB,Gary Johnson,False,8
Whitefield,Coos,President,,LIB,Gary Johnson,False,18
Wilmot,Merrimack,President,,LIB,Gary Johnson,False,7
Wilton,Hillsborough,President,,LIB,Gary Johnson,False,43
Winchester,Cheshire,President,,LIB,Gary Johnson,False,32
Windham,Rockingham,President,,LIB,Gary Johnson,False,75
Windsor,Hillsborough,President,,LIB,Gary Johnson,False,3
Wolfeboro,Carroll,President,,LIB,Gary Johnson,False,30
Woodstock,Grafton,President,,LIB,Gary Johnson,False,12
Acworth,Sullivan,President,,CON,Virgil Goode,False,0
Albany,Carroll,President,,CON,Virgil Goode,False,2
Alexandria,Grafton,President,,CON,Virgil Goode,False,2
Allenstown,Merrimack,President,,CON,Virgil Goode,False,1
Alstead,Cheshire,President,,CON,Virgil Goode,False,0
Alton,Belknap,President,,CON,Virgil Goode,False,2
Amherst,Hillsborough,President,,CON,Virgil Goode,False,1
Andover,Merrimack,President,,CON,Virgil Goode,False,1
Antrim,Hillsborough,President,,CON,Virgil Goode,False,2
Ashland,Grafton,President,,CON,Virgil Goode,False,2
At. & Gil. Academy Grant,Coos,President,,CON,Virgil Goode,False,0
Atkinson,Rockingham,President,,CON,Virgil Goode,False,2
Auburn,Rockingham,President,,CON,Virgil Goode,False,3
Barnstead,Belknap,President,,CON,Virgil Goode,False,1
Barrington,Strafford,President,,CON,Virgil Goode,False,6
Bartlett,Carroll,President,,CON,Virgil Goode,False,2
Bath,Grafton,President,,CON,Virgil Goode,False,0
Bean's Grant,Coos,President,,CON,Virgil Goode,False,0
Bean's Purchase,Coos,President,,CON,Virgil Goode,False,0
Bedford,Hillsborough,President,,CON,Virgil Goode,False,8
Belmont,Belknap,President,,CON,Virgil Goode,False,4
Bennington,Hillsborough,President,,CON,Virgil Goode,False,1
Benton,Grafton,President,,CON,Virgil Goode,False,1
Berlin,Coos,President,,CON,Virgil Goode,False,7
Bethlehem,Grafton,President,,CON,Virgil Goode,False,6
Boscawen,Merrimack,President,,CON,Virgil Goode,False,3
Bow,Merrimack,President,,CON,Virgil Goode,False,1
Bradford,Merrimack,President,,CON,Virgil Goode,False,0
Brentwood,Rockingham,President,,CON,Virgil Goode,False,2
Bridgewater,Grafton,President,,CON,Virgil Goode,False,0
Bristol,Grafton,President,,CON,Virgil Goode,False,4
Brookfield,Carroll,President,,CON,Virgil Goode,False,1
Brookline,Hillsborough,President,,CON,Virgil Goode,False,2
Cambridge,Coos,President,,CON,Virgil Goode,False,0
Campton,Grafton,President,,CON,Virgil Goode,False,1
Canaan,Grafton,President,,CON,Virgil Goode,False,4
Candia,Rockingham,President,,CON,Virgil Goode,False,5
Canterbury,Merrimack,President,,CON,Virgil Goode,False,1
Carroll,Coos,President,,CON,Virgil Goode,False,0
Center Harbor,Belknap,President,,CON,Virgil Goode,False,0
Chandler's Purchase,Coos,President,,CON,Virgil Goode,False,0
Charlestown,Sullivan,President,,CON,Virgil Goode,False,4
Chatham,Carroll,President,,CON,Virgil Goode,False,1
Chester,Rockingham,President,,CON,Virgil Goode,False,4
Chesterfield,Cheshire,President,,CON,Virgil Goode,False,0
Chichester,Merrimack,President,,CON,Virgil Goode,False,1
Claremont,Sullivan,President,,CON,Virgil Goode,False,12
Clarksville,Coos,President,,CON,Virgil Goode,False,2
Colebrook,Coos,President,,CON,Virgil Goode,False,0
Columbia,Coos,President,,CON,Virgil Goode,False,0
Concord,Merrimack,President,,CON,Virgil Goode,False,17
Conway,Carroll,President,,CON,Virgil Goode,False,8
Cornish,Sullivan,President,,CON,Virgil Goode,False,1
Crawford's Purchase,Coos,President,,CON,Virgil Goode,False,0
Croydon,Sullivan,President,,CON,Virgil Goode,False,0
Cutt's Grant,Coos,President,,CON,Virgil Goode,False,0
Dalton,Coos,President,,CON,Virgil Goode,False,0
Danbury,Merrimack,President,,CON,Virgil Goode,False,1
Danville,Rockingham,President,,CON,Virgil Goode,False,2
Deerfield,Rockingham,President,,CON,Virgil Goode,False,1
Deering,Hillsborough,President,,CON,Virgil Goode,False,1
Derry,Rockingham,President,,CON,Virgil Goode,False,19
Dix's Grant,Coos,President,,CON,Virgil Goode,False,0
Dixville,Coos,President,,CON,Virgil Goode,False,0
Dorchester,Grafton,President,,CON,Virgil Goode,False,1
Dover,Strafford,President,,CON,Virgil Goode,False,15
Dublin,Cheshire,President,,CON,Virgil Goode,False,2
Dummer,Coos,President,,CON,Virgil Goode,False,1
Dunbarton,Merrimack,President,,CON,Virgil Goode,False,4
Durham,Strafford,President,,CON,Virgil Goode,False,5
East Kingston,Rockingham,President,,CON,Virgil Goode,False,2
Easton,Grafton,President,,CON,Virgil Goode,False,0
Eaton,Carroll,President,,CON,Virgil Goode,False,0
Effingham,Carroll,President,,CON,Virgil Goode,False,3
Ellsworth,Grafton,President,,CON,Virgil Goode,False,1
Enfield,Grafton,President,,CON,Virgil Goode,False,3
Epping,Rockingham,President,,CON,Virgil Goode,False,3
Epsom,Merrimack,President,,CON,Virgil Goode,False,5
Errol,Coos,President,,CON,Virgil Goode,False,1
Erving's Location,Coos,President,,CON,Virgil Goode,False,0
Exeter,Rockingham,President,,CON,Virgil Goode,False,7
Farmington,Strafford,President,,CON,Virgil Goode,False,5
Fitzwilliam,Cheshire,President,,CON,Virgil Goode,False,2
Francestown,Hillsborough,President,,CON,Virgil Goode,False,2
Franconia,Grafton,President,,CON,Virgil Goode,False,0
Franklin,Merrimack,President,,CON,Virgil Goode,False,2
Freedom,Carroll,President,,CON,Virgil Goode,False,1
Fremont,Rockingham,President,,CON,Virgil Goode,False,3
Gilford,Belknap,President,,CON,Virgil Goode,False,2
Gilmanton,Belknap,President,,CON,Virgil Goode,False,3
Gilsum,Cheshire,President,,CON,Virgil Goode,False,0
Goffstown,Hillsborough,President,,CON,Virgil Goode,False,10
Gorham,Coos,President,,CON,Virgil Goode,False,0
Goshen,Sullivan,President,,CON,Virgil Goode,False,0
Grafton,Grafton,President,,CON,Virgil Goode,False,3
Grantham,Sullivan,President,,CON,Virgil Goode,False,3
Green's Grant,Coos,President,,CON,Virgil Goode,False,0
Greenfield,Hillsborough,President,,CON,Virgil Goode,False,1
Greenland,Rockingham,President,,CON,Virgil Goode,False,1
Greenville,Hillsborough,President,,CON,Virgil Goode,False,0
Groton,Grafton,President,,CON,Virgil Goode,False,0
Hadley's Purchase,Coos,President,,CON,Virgil Goode,False,0
Hale's Location,Carroll,President,,CON,Virgil Goode,False,0
Hampstead,Rockingham,President,,CON,Virgil Goode,False,4
Hampton,Rockingham,President,,CON,Virgil Goode,False,9
Hampton Falls,Rockingham,President,,CON,Virgil Goode,False,13
Hancock,Hillsborough,President,,CON,Virgil Goode,False,0
Hanover,Grafton,President,,CON,Virgil Goode,False,2
Harrisville,Cheshire,President,,CON,Virgil Goode,False,0
Hart's Location,Carroll,President,,CON,Virgil Goode,False,1
Haverhill,Grafton,President,,CON,Virgil Goode,False,1
Hebron,Grafton,President,,CON,Virgil Goode,False,0
Henniker,Merrimack,President,,CON,Virgil Goode,False,2
Hill,Merrimack,President,,CON,Virgil Goode,False,1
Hillsborough,Hillsborough,President,,CON,Virgil Goode,False,3
Hinsdale,Cheshire,President,,CON,Virgil Goode,False,3
Holderness,Grafton,President,,CON,Virgil Goode,False,3
Hollis,Hillsborough,President,,CON,Virgil Goode,False,5
Hooksett,Merrimack,President,,CON,Virgil Goode,False,8
Hopkinton,Merrimack,President,,CON,Virgil Goode,False,2
Hudson,Hillsborough,President,,CON,Virgil Goode,False,13
Jackson,Carroll,President,,CON,Virgil Goode,False,1
Jaffrey,Cheshire,President,,CON,Virgil Goode,False,4
Jefferson,Coos,President,,CON,Virgil Goode,False,3
Keene,Cheshire,President,,CON,Virgil Goode,False,6
Kensington,Rockingham,President,,CON,Virgil Goode,False,0
Kilkenny,Coos,President,,CON,Virgil Goode,False,0
Kingston,Rockingham,President,,CON,Virgil Goode,False,4
Laconia,Belknap,President,,CON,Virgil Goode,False,6
Lancaster,Coos,President,,CON,Virgil Goode,False,2
Landaff,Grafton,President,,CON,Virgil Goode,False,2
Langdon,Sullivan,President,,CON,Virgil Goode,False,0
Lebanon,Grafton,President,,CON,Virgil Goode,False,7
Lee,Strafford,President,,CON,Virgil Goode,False,2
Lempster,Sullivan,President,,CON,Virgil Goode,False,1
Lincoln,Grafton,President,,CON,Virgil Goode,False,2
Lisbon,Grafton,President,,CON,Virgil Goode,False,0
Litchfield,Hillsborough,President,,CON,Virgil Goode,False,3
Littleton,Grafton,President,,CON,Virgil Goode,False,6
Livermore,Grafton,President,,CON,Virgil Goode,False,0
Londonderry,Rockingham,President,,CON,Virgil Goode,False,6
Loudon,Merrimack,President,,CON,Virgil Goode,False,0
Low & Burbank's Grant,Coos,President,,CON,Virgil Goode,False,0
Lyman,Grafton,President,,CON,Virgil Goode,False,0
Lyme,Grafton,President,,CON,Virgil Goode,False,1
Lyndeborough,Hillsborough,President,,CON,Virgil Goode,False,1
Madbury,Strafford,President,,CON,Virgil Goode,False,2
Madison,Carroll,President,,CON,Virgil Goode,False,0
Manchester,Hillsborough,President,,CON,Virgil Goode,False,44
Marlborough,Cheshire,President,,CON,Virgil Goode,False,1
Marlow,Cheshire,President,,CON,Virgil Goode,False,0
Martin's Location,Coos,President,,CON,Virgil Goode,False,0
Mason,Hillsborough,President,,CON,Virgil Goode,False,7
Meredith,Belknap,President,,CON,Virgil Goode,False,7
Merrimack,Hillsborough,President,,CON,Virgil Goode,False,6
Middleton,Strafford,President,,CON,Virgil Goode,False,2
Milan,Coos,President,,CON,Virgil Goode,False,0
Milford,Hillsborough,President,,CON,Virgil Goode,False,3
Millsfield,Coos,President,,CON,Virgil Goode,False,0
Milton,Strafford,President,,CON,Virgil Goode,False,3
Monroe,Grafton,President,,CON,Virgil Goode,False,2
Mont Vernon,Hillsborough,President,,CON,Virgil Goode,False,2
Moultonborough,Carroll,President,,CON,Virgil Goode,False,2
Nashua,Hillsborough,President,,CON,Virgil Goode,False,44
Nelson,Cheshire,President,,CON,Virgil Goode,False,1
New Boston,Hillsborough,President,,CON,Virgil Goode,False,3
New Castle,Rockingham,President,,CON,Virgil Goode,False,2
