town,county,office,district,party,candidate,winner,votes
Lyman,Grafton,President,,IND,Jill Stein,False,0
Lyme,Grafton,President,,IND,Jill Stein,False,0
Lyndeborough,Hillsborough,President,,IND,Jill Stein,False,1
Madbury,Strafford,President,,IND,Jill Stein,False,0
Madison,Carroll,President,,IND,Jill Stein,False,2
Manchester,Hillsborough,President,,IND,Jill Stein,False,17
Marlborough,Cheshire,President,,IND,Jill Stein,False,0
Marlow,Cheshire,President,,IND,Jill Stein,False,0
Martin's Location,Coos,President,,IND,Jill Stein,False,0
Mason,Hillsborough,President,,IND,Jill Stein,False,1
Meredith,Belknap,President,,IND,Jill Stein,False,0
Merrimack,Hillsborough,President,,IND,Jill Stein,False,0
Middleton,Strafford,President,,IND,Jill Stein,False,2
Milan,Coos,President,,IND,Jill Stein,False,0
Milford,Hillsborough,President,,IND,Jill Stein,False,5
Millsfield,Coos,President,,IND,Jill Stein,False,0
Milton,Strafford,President,,IND,Jill Stein,False,1
Monroe,Grafton,President,,IND,Jill Stein,False,0
Mont Vernon,Hillsborough,President,,IND,Jill Stein,False,1
Moultonborough,Carroll,President,,IND,Jill Stein,False,0
Nashua,Hillsborough,President,,IND,Jill Stein,False,25
Nelson,Cheshire,President,,IND,Jill Stein,False,2
New Boston,Hillsborough,President,,IND,Jill Stein,False,1
New Castle,Rockingham,President,,IND,Jill Stein,False,0
New Durham,Strafford,President,,IND,Jill Stein,False,0
New Hampton,Belknap,President,,IND,Jill Stein,False,1
New Ipswich,Hillsborough,President,,IND,Jill Stein,False,1
New London,Merrimack,President,,IND,Jill Stein,False,2
Newbury,Merrimack,President,,IND,Jill Stein,False,2
Newfields,Rockingham,President,,IND,Jill Stein,False,1
Newington,Rockingham,President,,IND,Jill Stein,False,0
Newmarket,Rockingham,President,,IND,Jill Stein,False,2
Newport,Sullivan,President,,IND,Jill Stein,False,0
Newton,Rockingham,President,,IND,Jill Stein,False,1
North Hampton,Rockingham,President,,IND,Jill Stein,False,2
Northfield,Merrimack,President,,IND,Jill Stein,False,0
Northumberland,Coos,President,,IND,Jill Stein,False,0
Northwood,Rockingham,President,,IND,Jill Stein,False,1
Nottingham,Rockingham,President,,IND,Jill Stein,False,2
Odell,Coos,President,,IND,Jill Stein,False,0
Orange,Grafton,President,,IND,Jill Stein,False,0
Orford,Grafton,President,,IND,Jill Stein,False,0
Ossipee,Carroll,President,,IND,Jill Stein,False,0
Pelham,Hillsborough,President,,IND,Jill Stein,False,0
Pembroke,Merrimack,President,,IND,Jill Stein,False,1
Peterborough,Hillsborough,President,,IND,Jill Stein,False,1
Piermont,Grafton,President,,IND,Jill Stein,False,0
Pinkham's Grant,Coos,President,,IND,Jill Stein,False,0
Pittsburg,Coos,President,,IND,Jill Stein,False,0
Pittsfield,Merrimack,President,,IND,Jill Stein,False,0
Plainfield,Sullivan,President,,IND,Jill Stein,False,1
Plaistow,Rockingham,President,,IND,Jill Stein,False,1
Plymouth,Grafton,President,,IND,Jill Stein,False,10
Portsmouth,Rockingham,President,,IND,Jill Stein,False,4
Randolph,Coos,President,,IND,Jill Stein,False,0
Raymond,Rockingham,President,,IND,Jill Stein,False,1
Richmond,Cheshire,President,,IND,Jill Stein,False,1
Rindge,Cheshire,President,,IND,Jill Stein,False,2
Rochester,Strafford,President,,IND,Jill Stein,False,6
Rollinsford,Strafford,President,,IND,Jill Stein,False,1
Roxbury,Cheshire,President,,IND,Jill Stein,False,0
Rumney,Grafton,President,,IND,Jill Stein,False,0
Rye,Rockingham,President,,IND,Jill Stein,False,1
Salem,Rockingham,President,,IND,Jill Stein,False,2
Salisbury,Merrimack,President,,IND,Jill Stein,False,0
Sanbornton,Belknap,President,,IND,Jill Stein,False,2
Sandown,Rockingham,President,,IND,Jill Stein,False,0
Sandwich,Carroll,President,,IND,Jill Stein,False,2
Sargent's Purchase,Coos,President,,IND,Jill Stein,False,0
Seabrook,Rockingham,President,,IND,Jill Stein,False,2
Second College Grant,Coos,President,,IND,Jill Stein,False,0
Sharon,Hillsborough,President,,IND,Jill Stein,False,0
Shelburne,Coos,President,,IND,Jill Stein,False,0
Somersworth,Strafford,President,,IND,Jill Stein,False,3
South Hampton,Rockingham,President,,IND,Jill Stein,False,0
Springfield,Sullivan,President,,IND,Jill Stein,False,0
Stark,Coos,President,,IND,Jill Stein,False,0
Stewartstown,Coos,President,,IND,Jill Stein,False,0
Stoddard,Cheshire,President,,IND,Jill Stein,False,0
Strafford,Strafford,President,,IND,Jill Stein,False,1
Stratford,Coos,President,,IND,Jill Stein,False,0
Stratham,Rockingham,President,,IND,Jill Stein,False,0
Success,Coos,President,,IND,Jill Stein,False,0
Sugar Hill,Grafton,President,,IND,Jill Stein,False,0
Sullivan,Cheshire,President,,IND,Jill Stein,False,0
Sunapee,Sullivan,President,,IND,Jill Stein,False,3
Surry,Cheshire,President,,IND,Jill Stein,False,0
Sutton,Merrimack,President,,IND,Jill Stein,False,0
Swanzey,Cheshire,President,,IND,Jill Stein,False,0
Tamworth,Carroll,President,,IND,Jill Stein,False,0
Temple,Hillsborough,President,,IND,Jill Stein,False,2
Thompson & Meserve's Pur.,Coos,President,,IND,Jill Stein,False,0
Thornton,Grafton,President,,IND,Jill Stein,False,0
Tilton,Belknap,President,,IND,Jill Stein,False,1
Troy,Cheshire,President,,IND,Jill Stein,False,0
Tuftonboro,Carroll,President,,IND,Jill Stein,False,0
Unity,Sullivan,President,,IND,Jill Stein,False,0
Wakefield,Carroll,President,,IND,Jill Stein,False,1
Walpole,Cheshire,President,,IND,Jill Stein,False,2
Warner,Merrimack,President,,IND,Jill Stein,False,1
Warren,Grafton,President,,IND,Jill Stein,False,0
Washington,Sullivan,President,,IND,Jill Stein,False,0
Waterville Valley,Grafton,President,,IND,Jill Stein,False,0
Weare,Hillsborough,President,,IND,Jill Stein,False,1
Webster,Merrimack,President,,IND,Jill Stein,False,0
Wentworth,Grafton,President,,IND,Jill Stein,False,0
Wentworth's Location,Coos,President,,IND,Jill Stein,False,0
Westmoreland,Cheshire,President,,IND,Jill Stein,False,1
Whitefield,Coos,President,,IND,Jill Stein,False,2
Wilmot,Merrimack,President,,IND,Jill Stein,False,0
Wilton,Hillsborough,President,,IND,Jill Stein,False,0
Winchester,Cheshire,President,,IND,Jill Stein,False,2
Windham,Rockingham,President,,IND,Jill Stein,False,3
Windsor,Hillsborough,President,,IND,Jill Stein,False,0
Wolfeboro,Carroll,President,,IND,Jill Stein,False,1
Woodstock,Grafton,President,,IND,Jill Stein,False,0
Acworth,Sullivan,President,,,Scatter,False,1
Albany,Carroll,President,,,Scatter,False,2
Alexandria,Grafton,President,,,Scatter,False,1
Allenstown,Merrimack,President,,,Scatter,False,2
Alstead,Cheshire,President,,,Scatter,False,1
Alton,Belknap,President,,,Scatter,False,1
Amherst,Hillsborough,President,,,Scatter,False,2
Andover,Merrimack,President,,,Scatter,False,0
Antrim,Hillsborough,President,,,Scatter,False,4
Ashland,Grafton,President,,,Scatter,False,1
At. & Gil. Academy Grant,Coos,President,,,Scatter,False,0
Atkinson,Rockingham,President,,,Scatter,False,2
Auburn,Rockingham,President,,,Scatter,False,3
Barnstead,Belknap,President,,,Scatter,False,1
Barrington,Strafford,President,,,Scatter,False,2
Bartlett,Carroll,President,,,Scatter,False,0
Bath,Grafton,President,,,Scatter,False,0
Bean's Grant,Coos,President,,,Scatter,False,0
Bean's Purchase,Coos,President,,,Scatter,False,0
Bedford,Hillsborough,President,,,Scatter,False,14
Belmont,Belknap,President,,,Scatter,False,4
Bennington,Hillsborough,President,,,Scatter,False,2
Benton,Grafton,President,,,Scatter,False,0
Berlin,Coos,President,,,Scatter,False,10
Bethlehem,Grafton,President,,,Scatter,False,1
Boscawen,Merrimack,President,,,Scatter,False,3
Bow,Merrimack,President,,,Scatter,False,4
Bradford,Merrimack,President,,,Scatter,False,1
Brentwood,Rockingham,President,,,Scatter,False,3
Bridgewater,Grafton,President,,,Scatter,False,0
Bristol,Grafton,President,,,Scatter,False,3
Brookfield,Carroll,President,,,Scatter,False,0
Brookline,Hillsborough,President,,,Scatter,False,4
Cambridge,Coos,President,,,Scatter,False,0
Campton,Grafton,President,,,Scatter,False,4
Canaan,Grafton,President,,,Scatter,False,2
Candia,Rockingham,President,,,Scatter,False,1
Canterbury,Merrimack,President,,,Scatter,False,1
Carroll,Coos,President,,,Scatter,False,0
Center Harbor,Belknap,President,,,Scatter,False,1
Chandler's Purchase,Coos,President,,,Scatter,False,0
Charlestown,Sullivan,President,,,Scatter,False,6
Chatham,Carroll,President,,,Scatter,False,0
Chester,Rockingham,President,,,Scatter,False,0
Chesterfield,Cheshire,President,,,Scatter,False,1
Chichester,Merrimack,President,,,Scatter,False,1
Claremont,Sullivan,President,,,Scatter,False,14
Clarksville,Coos,President,,,Scatter,False,0
Colebrook,Coos,President,,,Scatter,False,2
Columbia,Coos,President,,,Scatter,False,0
Concord,Merrimack,President,,,Scatter,False,19
Conway,Carroll,President,,,Scatter,False,8
Cornish,Sullivan,President,,,Scatter,False,2
Crawford's Purchase,Coos,President,,,Scatter,False,0
Croydon,Sullivan,President,,,Scatter,False,0
Cutt's Grant,Coos,President,,,Scatter,False,0
Dalton,Coos,President,,,Scatter,False,2
Danbury,Merrimack,President,,,Scatter,False,0
Danville,Rockingham,President,,,Scatter,False,10
Deerfield,Rockingham,President,,,Scatter,False,1
Deering,Hillsborough,President,,,Scatter,False,0
Derry,Rockingham,President,,,Scatter,False,2
Dix's Grant,Coos,President,,,Scatter,False,0
Dixville,Coos,President,,,Scatter,False,0
Dorchester,Grafton,President,,,Scatter,False,0
Dover,Strafford,President,,,Scatter,False,36
Dublin,Cheshire,President,,,Scatter,False,4
Dummer,Coos,President,,,Scatter,False,0
Dunbarton,Merrimack,President,,,Scatter,False,0
Durham,Strafford,President,,,Scatter,False,14
East Kingston,Rockingham,President,,,Scatter,False,1
Easton,Grafton,President,,,Scatter,False,1
Eaton,Carroll,President,,,Scatter,False,0
Effingham,Carroll,President,,,Scatter,False,1
Ellsworth,Grafton,President,,,Scatter,False,0
Enfield,Grafton,President,,,Scatter,False,3
Epping,Rockingham,President,,,Scatter,False,3
Epsom,Merrimack,President,,,Scatter,False,3
Errol,Coos,President,,,Scatter,False,0
Erving's Location,Coos,President,,,Scatter,False,0
Exeter,Rockingham,President,,,Scatter,False,27
Farmington,Strafford,President,,,Scatter,False,2
Fitzwilliam,Cheshire,President,,,Scatter,False,1
Francestown,Hillsborough,President,,,Scatter,False,5
Franconia,Grafton,President,,,Scatter,False,0
Franklin,Merrimack,President,,,Scatter,False,7
Freedom,Carroll,President,,,Scatter,False,2
Fremont,Rockingham,President,,,Scatter,False,5
Gilford,Belknap,President,,,Scatter,False,3
Gilmanton,Belknap,President,,,Scatter,False,2
Gilsum,Cheshire,President,,,Scatter,False,0
Goffstown,Hillsborough,President,,,Scatter,False,0
Gorham,Coos,President,,,Scatter,False,1
Goshen,Sullivan,President,,,Scatter,False,2
Grafton,Grafton,President,,,Scatter,False,7
Grantham,Sullivan,President,,,Scatter,False,0
Green's Grant,Coos,President,,,Scatter,False,0
Greenfield,Hillsborough,President,,,Scatter,False,0
Greenland,Rockingham,President,,,Scatter,False,0
Greenville,Hillsborough,President,,,Scatter,False,0
Groton,Grafton,President,,,Scatter,False,1
Hadley's Purchase,Coos,President,,,Scatter,False,0
Hale's Location,Carroll,President,,,Scatter,False,0
Hampstead,Rockingham,President,,,Scatter,False,7
Hampton,Rockingham,President,,,Scatter,False,16
Hampton Falls,Rockingham,President,,,Scatter,False,1
Hancock,Hillsborough,President,,,Scatter,False,3
Hanover,Grafton,President,,,Scatter,False,7
Harrisville,Cheshire,President,,,Scatter,False,0
Hart's Location,Carroll,President,,,Scatter,False,0
Haverhill,Grafton,President,,,Scatter,False,5
Hebron,Grafton,President,,,Scatter,False,0
Henniker,Merrimack,President,,,Scatter,False,2
Hill,Merrimack,President,,,Scatter,False,1
Hillsborough,Hillsborough,President,,,Scatter,False,2
Hinsdale,Cheshire,President,,,Scatter,False,5
Holderness,Grafton,President,,,Scatter,False,0
Hollis,Hillsborough,President,,,Scatter,False,12
Hooksett,Merrimack,President,,,Scatter,False,8
Hopkinton,Merrimack,President,,,Scatter,False,2
Hudson,Hillsborough,President,,,Scatter,False,14
Jackson,Carroll,President,,,Scatter,False,2
Jaffrey,Cheshire,President,,,Scatter,False,3
Jefferson,Coos,President,,,Scatter,False,1
Keene,Cheshire,President,,,Scatter,False,18
Kensington,Rockingham,President,,,Scatter,False,3
Kilkenny,Coos,President,,,Scatter,False,0
Kingston,Rockingham,President,,,Scatter,False,3
Laconia,Belknap,President,,,Scatter,False,13
Lancaster,Coos,President,,,Scatter,False,3
Landaff,Grafton,President,,,Scatter,False,0
Langdon,Sullivan,President,,,Scatter,False,1
Lebanon,Grafton,President,,,Scatter,False,7
Lee,Strafford,President,,,Scatter,False,10
Lempster,Sullivan,President,,,Scatter,False,1
Lincoln,Grafton,President,,,Scatter,False,0
Lisbon,Grafton,President,,,Scatter,False,1
Litchfield,Hillsborough,President,,,Scatter,False,0
Littleton,Grafton,President,,,Scatter,False,3
Livermore,Grafton,President,,,Scatter,False,0
Londonderry,Rockingham,President,,,Scatter,False,15
Loudon,Merrimack,President,,,Scatter,False,2
Low & Burbank's Grant,Coos,President,,,Scatter,False,0
Lyman,Grafton,President,,,Scatter,False,2
Lyme,Grafton,President,,,Scatter,False,1
Lyndeborough,Hillsborough,President,,,Scatter,False,0
Madbury,Strafford,President,,,Scatter,False,2
Madison,Carroll,President,,,Scatter,False,0
Manchester,Hillsborough,President,,,Scatter,False,89
Marlborough,Cheshire,President,,,Scatter,False,2
Marlow,Cheshire,President,,,Scatter,False,0
Martin's Location,Coos,President,,,Scatter,False,0
Mason,Hillsborough,President,,,Scatter,False,2
Meredith,Belknap,President,,,Scatter,False,1
Merrimack,Hillsborough,President,,,Scatter,False,0
Middleton,Strafford,President,,,Scatter,False,1
Milan,Coos,President,,,Scatter,False,0
Milford,Hillsborough,President,,,Scatter,False,10
Millsfield,Coos,President,,,Scatter,False,0
Milton,Strafford,President,,,Scatter,False,2
Monroe,Grafton,President,,,Scatter,False,0
Mont Vernon,Hillsborough,President,,,Scatter,False,1
Moultonborough,Carroll,President,,,Scatter,False,0
Nashua,Hillsborough,President,,,Scatter,False,48
Nelson,Cheshire,President,,,Scatter,False,3
New Boston,Hillsborough,President,,,Scatter,False,1
New Castle,Rockingham,President,,,Scatter,False,0
New Durham,Strafford,President,,,Scatter,False,1
New Hampton,Belknap,President,,,Scatter,False,6
New Ipswich,Hillsborough,President,,,Scatter,False,0
New London,Merrimack,President,,,Scatter,False,3
Newbury,Merrimack,President,,,Scatter,False,1
Newfields,Rockingham,President,,,Scatter,False,0
Newington,Rockingham,President,,,Scatter,False,2
Newmarket,Rockingham,President,,,Scatter,False,9
Newport,Sullivan,President,,,Scatter,False,2
Newton,Rockingham,President,,,Scatter,False,1
North Hampton,Rockingham,President,,,Scatter,False,0
Northfield,Merrimack,President,,,Scatter,False,1
Northumberland,Coos,President,,,Scatter,False,0
Northwood,Rockingham,President,,,Scatter,False,4
Nottingham,Rockingham,President,,,Scatter,False,1
Odell,Coos,President,,,Scatter,False,0
Orange,Grafton,President,,,Scatter,False,0
Orford,Grafton,President,,,Scatter,False,0
Ossipee,Carroll,President,,,Scatter,False,4
Pelham,Hillsborough,President,,,Scatter,False,2
Pembroke,Merrimack,President,,,Scatter,False,3
Peterborough,Hillsborough,President,,,Scatter,False,4
Piermont,Grafton,President,,,Scatter,False,0
Pinkham's Grant,Coos,President,,,Scatter,False,0
Pittsburg,Coos,President,,,Scatter,False,1
Pittsfield,Merrimack,President,,,Scatter,False,0
Plainfield,Sullivan,President,,,Scatter,False,3
Plaistow,Rockingham,President,,,Scatter,False,1
Plymouth,Grafton,President,,,Scatter,False,13
Portsmouth,Rockingham,President,,,Scatter,False,33
Randolph,Coos,President,,,Scatter,False,0
Raymond,Rockingham,President,,,Scatter,False,4
Richmond,Cheshire,President,,,Scatter,False,8
Rindge,Cheshire,President,,,Scatter,False,16
Rochester,Strafford,President,,,Scatter,False,23
Rollinsford,Strafford,President,,,Scatter,False,1
Roxbury,Cheshire,President,,,Scatter,False,0
Rumney,Grafton,President,,,Scatter,False,0
Rye,Rockingham,President,,,Scatter,False,4
Salem,Rockingham,President,,,Scatter,False,12
Salisbury,Merrimack,President,,,Scatter,False,2
Sanbornton,Belknap,President,,,Scatter,False,2
Sandown,Rockingham,President,,,Scatter,False,4
Sandwich,Carroll,President,,,Scatter,False,2
Sargent's Purchase,Coos,President,,,Scatter,False,0
Seabrook,Rockingham,President,,,Scatter,False,7
Second College Grant,Coos,President,,,Scatter,False,0
Sharon,Hillsborough,President,,,Scatter,False,0
Shelburne,Coos,President,,,Scatter,False,0
Somersworth,Strafford,President,,,Scatter,False,5
South Hampton,Rockingham,President,,,Scatter,False,0
Springfield,Sullivan,President,,,Scatter,False,0
Stark,Coos,President,,,Scatter,False,1
Stewartstown,Coos,President,,,Scatter,False,1
Stoddard,Cheshire,President,,,Scatter,False,4
Strafford,Strafford,President,,,Scatter,False,3
Stratford,Coos,President,,,Scatter,False,0
Stratham,Rockingham,President,,,Scatter,False,1
Success,Coos,President,,,Scatter,False,0
Sugar Hill,Grafton,President,,,Scatter,False,1
Sullivan,Cheshire,President,,,Scatter,False,0
Sunapee,Sullivan,President,,,Scatter,False,3
Surry,Cheshire,President,,,Scatter,False,1
Sutton,Merrimack,President,,,Scatter,False,0
Swanzey,Cheshire,President,,,Scatter,False,4
Tamworth,Carroll,President,,,Scatter,False,0
Temple,Hillsborough,President,,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,President,,,Scatter,False,0
Thornton,Grafton,President,,,Scatter,False,6
Tilton,Belknap,President,,,Scatter,False,2
Troy,Cheshire,President,,,Scatter,False,1
Tuftonboro,Carroll,President,,,Scatter,False,2
Unity,Sullivan,President,,,Scatter,False,2
Wakefield,Carroll,President,,,Scatter,False,7
Walpole,Cheshire,President,,,Scatter,False,1
Warner,Merrimack,President,,,Scatter,False,1
Warren,Grafton,President,,,Scatter,False,3
Washington,Sullivan,President,,,Scatter,False,3
Waterville Valley,Grafton,President,,,Scatter,False,0
Weare,Hillsborough,President,,,Scatter,False,7
Webster,Merrimack,President,,,Scatter,False,3
Wentworth,Grafton,President,,,Scatter,False,4
Wentworth's Location,Coos,President,,,Scatter,False,0
Westmoreland,Cheshire,President,,,Scatter,False,1
Whitefield,Coos,President,,,Scatter,False,0
Wilmot,Merrimack,President,,,Scatter,False,0
Wilton,Hillsborough,President,,,Scatter,False,0
Winchester,Cheshire,President,,,Scatter,False,1
Windham,Rockingham,President,,,Scatter,False,7
Windsor,Hillsborough,President,,,Scatter,False,0
Wolfeboro,Carroll,President,,,Scatter,False,3
Woodstock,Grafton,President,,,Scatter,False,1
