county,jurisdiction,candidate,party,office,district,votes
Coos,Dummer,Mark Dick Harnes,Republican,President,,0
Coos,Dummer,Orrin Hatch,Republican,President,,0
Coos,Dummer,Alan Keyes,Republican,President,,0
Coos,Errol,Gary Bauer,Republican,President,,0
Coos,Errol,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Errol,George W. Bush,Republican,President,,0
Coos,Errol,Kenneth A. Capalbo,Republican,President,,0
Coos,Errol,Steve Forbes,Republican,President,,0
Coos,Errol,Mark Dick Harnes,Republican,President,,0
Coos,Errol,Orrin Hatch,Republican,President,,0
Coos,Errol,Alan Keyes,Republican,President,,0
Coos,Erving's Location,Gary Bauer,Republican,President,,0
Coos,Erving's Location,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Erving's Location,George W. Bush,Republican,President,,0
Coos,Erving's Location,Kenneth A. Capalbo,Republican,President,,0
Coos,Erving's Location,Steve Forbes,Republican,President,,0
Coos,Erving's Location,Mark Dick Harnes,Republican,President,,0
Coos,Erving's Location,Orrin Hatch,Republican,President,,0
Coos,Erving's Location,Alan Keyes,Republican,President,,0
Coos,Gorham,Gary Bauer,Republican,President,,0
Coos,Gorham,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Gorham,George W. Bush,Republican,President,,6.0
Coos,Gorham,Kenneth A. Capalbo,Republican,President,,0
Coos,Gorham,Steve Forbes,Republican,President,,12.0
Coos,Gorham,Mark Dick Harnes,Republican,President,,0
Coos,Gorham,Orrin Hatch,Republican,President,,0
Coos,Gorham,Alan Keyes,Republican,President,,1.0
Coos,Green's Grant,Gary Bauer,Republican,President,,0
Coos,Green's Grant,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Green's Grant,George W. Bush,Republican,President,,0
Coos,Green's Grant,Kenneth A. Capalbo,Republican,President,,0
Coos,Green's Grant,Steve Forbes,Republican,President,,0
Coos,Green's Grant,Mark Dick Harnes,Republican,President,,0
Coos,Green's Grant,Orrin Hatch,Republican,President,,0
Coos,Green's Grant,Alan Keyes,Republican,President,,0
Coos,Hadley's Purchase,Gary Bauer,Republican,President,,0
Coos,Hadley's Purchase,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Hadley's Purchase,George W. Bush,Republican,President,,0
Coos,Hadley's Purchase,Kenneth A. Capalbo,Republican,President,,0
Coos,Hadley's Purchase,Steve Forbes,Republican,President,,0
Coos,Hadley's Purchase,Mark Dick Harnes,Republican,President,,0
Coos,Hadley's Purchase,Orrin Hatch,Republican,President,,0
Coos,Hadley's Purchase,Alan Keyes,Republican,President,,0
Coos,Jefferson,Gary Bauer,Republican,President,,0
Coos,Jefferson,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Jefferson,George W. Bush,Republican,President,,1.0
Coos,Jefferson,Kenneth A. Capalbo,Republican,President,,0
Coos,Jefferson,Steve Forbes,Republican,President,,2.0
Coos,Jefferson,Mark Dick Harnes,Republican,President,,0
Coos,Jefferson,Orrin Hatch,Republican,President,,0
Coos,Jefferson,Alan Keyes,Republican,President,,0
Coos,Kilkenny,Gary Bauer,Republican,President,,0
Coos,Kilkenny,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Kilkenny,George W. Bush,Republican,President,,0
Coos,Kilkenny,Kenneth A. Capalbo,Republican,President,,0
Coos,Kilkenny,Steve Forbes,Republican,President,,0
Coos,Kilkenny,Mark Dick Harnes,Republican,President,,0
Coos,Kilkenny,Orrin Hatch,Republican,President,,0
Coos,Kilkenny,Alan Keyes,Republican,President,,0
Coos,Lancaster,Gary Bauer,Republican,President,,0
Coos,Lancaster,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Lancaster,George W. Bush,Republican,President,,1.0
Coos,Lancaster,Kenneth A. Capalbo,Republican,President,,0
Coos,Lancaster,Steve Forbes,Republican,President,,2.0
Coos,Lancaster,Mark Dick Harnes,Republican,President,,0
Coos,Lancaster,Orrin Hatch,Republican,President,,0
Coos,Lancaster,Alan Keyes,Republican,President,,2.0
Coos,Low & Burbank's Gt.,Gary Bauer,Republican,President,,0
Coos,Low & Burbank's Gt.,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Low & Burbank's Gt.,George W. Bush,Republican,President,,0
Coos,Low & Burbank's Gt.,Kenneth A. Capalbo,Republican,President,,0
Coos,Low & Burbank's Gt.,Steve Forbes,Republican,President,,0
Coos,Low & Burbank's Gt.,Mark Dick Harnes,Republican,President,,0
Coos,Low & Burbank's Gt.,Orrin Hatch,Republican,President,,0
Coos,Low & Burbank's Gt.,Alan Keyes,Republican,President,,0
Coos,Martin's Location,Gary Bauer,Republican,President,,0
Coos,Martin's Location,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Martin's Location,George W. Bush,Republican,President,,0
Coos,Martin's Location,Kenneth A. Capalbo,Republican,President,,0
Coos,Martin's Location,Steve Forbes,Republican,President,,0
Coos,Martin's Location,Mark Dick Harnes,Republican,President,,0
Coos,Martin's Location,Orrin Hatch,Republican,President,,0
Coos,Martin's Location,Alan Keyes,Republican,President,,0
Coos,Milan,Gary Bauer,Republican,President,,0
Coos,Milan,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Milan,George W. Bush,Republican,President,,2.0
Coos,Milan,Kenneth A. Capalbo,Republican,President,,0
Coos,Milan,Steve Forbes,Republican,President,,1.0
Coos,Milan,Mark Dick Harnes,Republican,President,,0
Coos,Milan,Orrin Hatch,Republican,President,,0
Coos,Milan,Alan Keyes,Republican,President,,0
Coos,Millsfield,Gary Bauer,Republican,President,,0
Coos,Millsfield,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Millsfield,George W. Bush,Republican,President,,0
Coos,Millsfield,Kenneth A. Capalbo,Republican,President,,0
Coos,Millsfield,Steve Forbes,Republican,President,,0
Coos,Millsfield,Mark Dick Harnes,Republican,President,,0
Coos,Millsfield,Orrin Hatch,Republican,President,,0
Coos,Millsfield,Alan Keyes,Republican,President,,0
Coos,Northumberland,Gary Bauer,Republican,President,,0
Coos,Northumberland,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Northumberland,George W. Bush,Republican,President,,3.0
Coos,Northumberland,Kenneth A. Capalbo,Republican,President,,0
Coos,Northumberland,Steve Forbes,Republican,President,,4.0
Coos,Northumberland,Mark Dick Harnes,Republican,President,,0
Coos,Northumberland,Orrin Hatch,Republican,President,,0
Coos,Northumberland,Alan Keyes,Republican,President,,1.0
Coos,Odell,Gary Bauer,Republican,President,,0
Coos,Odell,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Odell,George W. Bush,Republican,President,,0
Coos,Odell,Kenneth A. Capalbo,Republican,President,,0
Coos,Odell,Steve Forbes,Republican,President,,0
Coos,Odell,Mark Dick Harnes,Republican,President,,0
Coos,Odell,Orrin Hatch,Republican,President,,0
Coos,Odell,Alan Keyes,Republican,President,,0
Coos,Pinkhams' Grant,Gary Bauer,Republican,President,,0
Coos,Pinkhams' Grant,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Pinkhams' Grant,George W. Bush,Republican,President,,0
Coos,Pinkhams' Grant,Kenneth A. Capalbo,Republican,President,,0
Coos,Pinkhams' Grant,Steve Forbes,Republican,President,,0
Coos,Pinkhams' Grant,Mark Dick Harnes,Republican,President,,0
Coos,Pinkhams' Grant,Orrin Hatch,Republican,President,,0
Coos,Pinkhams' Grant,Alan Keyes,Republican,President,,0
Coos,Pittsburg,Gary Bauer,Republican,President,,0
Coos,Pittsburg,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Pittsburg,George W. Bush,Republican,President,,1.0
Coos,Pittsburg,Kenneth A. Capalbo,Republican,President,,0
Coos,Pittsburg,Steve Forbes,Republican,President,,0
Coos,Pittsburg,Mark Dick Harnes,Republican,President,,0
Coos,Pittsburg,Orrin Hatch,Republican,President,,0
Coos,Pittsburg,Alan Keyes,Republican,President,,0
Coos,Randolph,Gary Bauer,Republican,President,,0
Coos,Randolph,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Randolph,George W. Bush,Republican,President,,1.0
Coos,Randolph,Kenneth A. Capalbo,Republican,President,,0
Coos,Randolph,Steve Forbes,Republican,President,,0
Coos,Randolph,Mark Dick Harnes,Republican,President,,0
Coos,Randolph,Orrin Hatch,Republican,President,,0
Coos,Randolph,Alan Keyes,Republican,President,,0
Coos,Sargent's Pur.,Gary Bauer,Republican,President,,0
Coos,Sargent's Pur.,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Sargent's Pur.,George W. Bush,Republican,President,,0
Coos,Sargent's Pur.,Kenneth A. Capalbo,Republican,President,,0
Coos,Sargent's Pur.,Steve Forbes,Republican,President,,0
Coos,Sargent's Pur.,Mark Dick Harnes,Republican,President,,0
Coos,Sargent's Pur.,Orrin Hatch,Republican,President,,0
Coos,Sargent's Pur.,Alan Keyes,Republican,President,,0
Coos,Second College Gt.,Gary Bauer,Republican,President,,0
Coos,Second College Gt.,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Second College Gt.,George W. Bush,Republican,President,,0
Coos,Second College Gt.,Kenneth A. Capalbo,Republican,President,,0
Coos,Second College Gt.,Steve Forbes,Republican,President,,0
Coos,Second College Gt.,Mark Dick Harnes,Republican,President,,0
Coos,Second College Gt.,Orrin Hatch,Republican,President,,0
Coos,Second College Gt.,Alan Keyes,Republican,President,,0
Coos,Shelburne,Gary Bauer,Republican,President,,0
Coos,Shelburne,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Shelburne,George W. Bush,Republican,President,,1.0
Coos,Shelburne,Kenneth A. Capalbo,Republican,President,,0
Coos,Shelburne,Steve Forbes,Republican,President,,0
Coos,Shelburne,Mark Dick Harnes,Republican,President,,0
Coos,Shelburne,Orrin Hatch,Republican,President,,0
Coos,Shelburne,Alan Keyes,Republican,President,,0
Coos,Stark,Gary Bauer,Republican,President,,0
Coos,Stark,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Stark,George W. Bush,Republican,President,,2.0
Coos,Stark,Kenneth A. Capalbo,Republican,President,,0
Coos,Stark,Steve Forbes,Republican,President,,0
Coos,Stark,Mark Dick Harnes,Republican,President,,0
Coos,Stark,Orrin Hatch,Republican,President,,0
Coos,Stark,Alan Keyes,Republican,President,,0
Coos,Stewartstown,Gary Bauer,Republican,President,,0
Coos,Stewartstown,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Stewartstown,George W. Bush,Republican,President,,1.0
Coos,Stewartstown,Kenneth A. Capalbo,Republican,President,,0
Coos,Stewartstown,Steve Forbes,Republican,President,,0
Coos,Stewartstown,Mark Dick Harnes,Republican,President,,0
Coos,Stewartstown,Orrin Hatch,Republican,President,,0
Coos,Stewartstown,Alan Keyes,Republican,President,,1.0
Coos,Stratford,Gary Bauer,Republican,President,,0
Coos,Stratford,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Stratford,George W. Bush,Republican,President,,0
Coos,Stratford,Kenneth A. Capalbo,Republican,President,,0
Coos,Stratford,Steve Forbes,Republican,President,,1.0
Coos,Stratford,Mark Dick Harnes,Republican,President,,0
Coos,Stratford,Orrin Hatch,Republican,President,,0
Coos,Stratford,Alan Keyes,Republican,President,,0
Coos,Success,Gary Bauer,Republican,President,,0
Coos,Success,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Success,George W. Bush,Republican,President,,0
Coos,Success,Kenneth A. Capalbo,Republican,President,,0
Coos,Success,Steve Forbes,Republican,President,,0
Coos,Success,Mark Dick Harnes,Republican,President,,0
Coos,Success,Orrin Hatch,Republican,President,,0
Coos,Success,Alan Keyes,Republican,President,,0
Coos,Thompson & Mes's Pur.,Gary Bauer,Republican,President,,0
Coos,Thompson & Mes's Pur.,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Thompson & Mes's Pur.,George W. Bush,Republican,President,,0
Coos,Thompson & Mes's Pur.,Kenneth A. Capalbo,Republican,President,,0
Coos,Thompson & Mes's Pur.,Steve Forbes,Republican,President,,0
Coos,Thompson & Mes's Pur.,Mark Dick Harnes,Republican,President,,0
Coos,Thompson & Mes's Pur.,Orrin Hatch,Republican,President,,0
Coos,Thompson & Mes's Pur.,Alan Keyes,Republican,President,,0
Coos,Wentworth' s Loc.,Gary Bauer,Republican,President,,0
Coos,Wentworth' s Loc.,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Wentworth' s Loc.,George W. Bush,Republican,President,,0
Coos,Wentworth' s Loc.,Kenneth A. Capalbo,Republican,President,,0
Coos,Wentworth' s Loc.,Steve Forbes,Republican,President,,0
Coos,Wentworth' s Loc.,Mark Dick Harnes,Republican,President,,0
Coos,Wentworth' s Loc.,Orrin Hatch,Republican,President,,0
Coos,Wentworth' s Loc.,Alan Keyes,Republican,President,,0
Coos,Whitefield,Gary Bauer,Republican,President,,0
Coos,Whitefield,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,Whitefield,George W. Bush,Republican,President,,0
Coos,Whitefield,Kenneth A. Capalbo,Republican,President,,0
Coos,Whitefield,Steve Forbes,Republican,President,,0
Coos,Whitefield,Mark Dick Harnes,Republican,President,,0
Coos,Whitefield,Orrin Hatch,Republican,President,,0
Coos,Whitefield,Alan Keyes,Republican,President,,0
Coos,,Gary Bauer,Republican,President,,2.0
Coos,,"Samuel H. Berry, Jr.",Republican,President,,0
Coos,,George W. Bush,Republican,President,,36.0
Coos,,Kenneth A. Capalbo,Republican,President,,0
Coos,,Steve Forbes,Republican,President,,59.0
Coos,,Mark Dick Harnes,Republican,President,,0
Coos,,Orrin Hatch,Republican,President,,0
Coos,,Alan Keyes,Republican,President,,20.0
Coos,Atk. & Gilm. Ac. Gt.,Andy Martin,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,John McCain,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,Timothy Lee Mosby,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,Tom Oyler,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,Richard C. Peet,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,Dorian Yeager,Republican,President,,0
Coos,Atk. & Gilm. Ac. Gt.,Scatter,,President,,0
Coos,Bean's Grant,Andy Martin,Republican,President,,0
Coos,Bean's Grant,John McCain,Republican,President,,0
Coos,Bean's Grant,Timothy Lee Mosby,Republican,President,,0
Coos,Bean's Grant,Tom Oyler,Republican,President,,0
Coos,Bean's Grant,Richard C. Peet,Republican,President,,0
Coos,Bean's Grant,Dorian Yeager,Republican,President,,0
Coos,Bean's Grant,Scatter,,President,,0
Coos,Bean's Purchase,Andy Martin,Republican,President,,0
Coos,Bean's Purchase,John McCain,Republican,President,,0
Coos,Bean's Purchase,Timothy Lee Mosby,Republican,President,,0
Coos,Bean's Purchase,Tom Oyler,Republican,President,,0
Coos,Bean's Purchase,Richard C. Peet,Republican,President,,0
Coos,Bean's Purchase,Dorian Yeager,Republican,President,,0
Coos,Bean's Purchase,Scatter,,President,,0
Coos,Berlin Ward 1,Andy Martin,Republican,President,,0
Coos,Berlin Ward 1,John McCain,Republican,President,,6.0
Coos,Berlin Ward 1,Timothy Lee Mosby,Republican,President,,0
Coos,Berlin Ward 1,Tom Oyler,Republican,President,,0
Coos,Berlin Ward 1,Richard C. Peet,Republican,President,,0
Coos,Berlin Ward 1,Dorian Yeager,Republican,President,,0
Coos,Berlin Ward 1,Scatter,,President,,0
Coos,Berlin Ward 2,Andy Martin,Republican,President,,0
Coos,Berlin Ward 2,John McCain,Republican,President,,14.0
Coos,Berlin Ward 2,Timothy Lee Mosby,Republican,President,,0
Coos,Berlin Ward 2,Tom Oyler,Republican,President,,0
Coos,Berlin Ward 2,Richard C. Peet,Republican,President,,0
Coos,Berlin Ward 2,Dorian Yeager,Republican,President,,0
Coos,Berlin Ward 2,Scatter,,President,,0
Coos,Berlin Ward 3,Andy Martin,Republican,President,,0
Coos,Berlin Ward 3,John McCain,Republican,President,,15.0
Coos,Berlin Ward 3,Timothy Lee Mosby,Republican,President,,0
Coos,Berlin Ward 3,Tom Oyler,Republican,President,,0
Coos,Berlin Ward 3,Richard C. Peet,Republican,President,,0
Coos,Berlin Ward 3,Dorian Yeager,Republican,President,,0
Coos,Berlin Ward 3,Scatter,,President,,1.0
Coos,Berlin Ward 4,Andy Martin,Republican,President,,0
Coos,Berlin Ward 4,John McCain,Republican,President,,24.0
Coos,Berlin Ward 4,Timothy Lee Mosby,Republican,President,,0
Coos,Berlin Ward 4,Tom Oyler,Republican,President,,0
Coos,Berlin Ward 4,Richard C. Peet,Republican,President,,0
Coos,Berlin Ward 4,Dorian Yeager,Republican,President,,0
Coos,Berlin Ward 4,Scatter,,President,,0
Coos,Cambridge,Andy Martin,Republican,President,,0
Coos,Cambridge,John McCain,Republican,President,,0
Coos,Cambridge,Timothy Lee Mosby,Republican,President,,0
Coos,Cambridge,Tom Oyler,Republican,President,,0
Coos,Cambridge,Richard C. Peet,Republican,President,,0
Coos,Cambridge,Dorian Yeager,Republican,President,,0
Coos,Cambridge,Scatter,,President,,0
Coos,Carroll,Andy Martin,Republican,President,,0
Coos,Carroll,John McCain,Republican,President,,1.0
Coos,Carroll,Timothy Lee Mosby,Republican,President,,0
Coos,Carroll,Tom Oyler,Republican,President,,0
Coos,Carroll,Richard C. Peet,Republican,President,,0
Coos,Carroll,Dorian Yeager,Republican,President,,0
Coos,Carroll,Scatter,,President,,0
Coos,Chandlers' Purchase,Andy Martin,Republican,President,,0
Coos,Chandlers' Purchase,John McCain,Republican,President,,0
Coos,Chandlers' Purchase,Timothy Lee Mosby,Republican,President,,0
Coos,Chandlers' Purchase,Tom Oyler,Republican,President,,0
Coos,Chandlers' Purchase,Richard C. Peet,Republican,President,,0
Coos,Chandlers' Purchase,Dorian Yeager,Republican,President,,0
Coos,Chandlers' Purchase,Scatter,,President,,0
Coos,Clarksville,Andy Martin,Republican,President,,0
Coos,Clarksville,John McCain,Republican,President,,0
Coos,Clarksville,Timothy Lee Mosby,Republican,President,,0
Coos,Clarksville,Tom Oyler,Republican,President,,0
Coos,Clarksville,Richard C. Peet,Republican,President,,0
Coos,Clarksville,Dorian Yeager,Republican,President,,0
Coos,Clarksville,Scatter,,President,,0
Coos,Colebrook,Andy Martin,Republican,President,,0
Coos,Colebrook,John McCain,Republican,President,,2.0
Coos,Colebrook,Timothy Lee Mosby,Republican,President,,0
Coos,Colebrook,Tom Oyler,Republican,President,,0
Coos,Colebrook,Richard C. Peet,Republican,President,,0
Coos,Colebrook,Dorian Yeager,Republican,President,,0
Coos,Colebrook,Scatter,,President,,0
Coos,Columbia,Andy Martin,Republican,President,,0
Coos,Columbia,John McCain,Republican,President,,0
Coos,Columbia,Timothy Lee Mosby,Republican,President,,0
Coos,Columbia,Tom Oyler,Republican,President,,0
Coos,Columbia,Richard C. Peet,Republican,President,,0
Coos,Columbia,Dorian Yeager,Republican,President,,0
Coos,Columbia,Scatter,,President,,0
Coos,Crawford's Purchase,Andy Martin,Republican,President,,0
Coos,Crawford's Purchase,John McCain,Republican,President,,0
Coos,Crawford's Purchase,Timothy Lee Mosby,Republican,President,,0
Coos,Crawford's Purchase,Tom Oyler,Republican,President,,0
Coos,Crawford's Purchase,Richard C. Peet,Republican,President,,0
Coos,Crawford's Purchase,Dorian Yeager,Republican,President,,0
Coos,Crawford's Purchase,Scatter,,President,,0
Coos,Cutt's Grant,Andy Martin,Republican,President,,0
Coos,Cutt's Grant,John McCain,Republican,President,,0
Coos,Cutt's Grant,Timothy Lee Mosby,Republican,President,,0
Coos,Cutt's Grant,Tom Oyler,Republican,President,,0
Coos,Cutt's Grant,Richard C. Peet,Republican,President,,0
Coos,Cutt's Grant,Dorian Yeager,Republican,President,,0
Coos,Cutt's Grant,Scatter,,President,,0
Coos,Dalton,Andy Martin,Republican,President,,0
Coos,Dalton,John McCain,Republican,President,,0
Coos,Dalton,Timothy Lee Mosby,Republican,President,,0
Coos,Dalton,Tom Oyler,Republican,President,,0
Coos,Dalton,Richard C. Peet,Republican,President,,0
Coos,Dalton,Dorian Yeager,Republican,President,,0
Coos,Dalton,Scatter,,President,,0
Coos,Dix's Grant,Andy Martin,Republican,President,,0
Coos,Dix's Grant,John McCain,Republican,President,,0
Coos,Dix's Grant,Timothy Lee Mosby,Republican,President,,0
Coos,Dix's Grant,Tom Oyler,Republican,President,,0
Coos,Dix's Grant,Richard C. Peet,Republican,President,,0
Coos,Dix's Grant,Dorian Yeager,Republican,President,,0
Coos,Dix's Grant,Scatter,,President,,0
Coos,Dixville,Andy Martin,Republican,President,,0
Coos,Dixville,John McCain,Republican,President,,0
Coos,Dixville,Timothy Lee Mosby,Republican,President,,0
Coos,Dixville,Tom Oyler,Republican,President,,0
Coos,Dixville,Richard C. Peet,Republican,President,,0
Coos,Dixville,Dorian Yeager,Republican,President,,0
Coos,Dixville,Scatter,,President,,0
Coos,Dummer,Andy Martin,Republican,President,,0
Coos,Dummer,John McCain,Republican,President,,2.0
Coos,Dummer,Timothy Lee Mosby,Republican,President,,0
Coos,Dummer,Tom Oyler,Republican,President,,0
Coos,Dummer,Richard C. Peet,Republican,President,,0
Coos,Dummer,Dorian Yeager,Republican,President,,0
Coos,Dummer,Scatter,,President,,0
Coos,Errol,Andy Martin,Republican,President,,0
Coos,Errol,John McCain,Republican,President,,0
Coos,Errol,Timothy Lee Mosby,Republican,President,,0
Coos,Errol,Tom Oyler,Republican,President,,0
Coos,Errol,Richard C. Peet,Republican,President,,0
Coos,Errol,Dorian Yeager,Republican,President,,0
Coos,Errol,Scatter,,President,,1.0
Coos,Erving's Location,Andy Martin,Republican,President,,0
Coos,Erving's Location,John McCain,Republican,President,,0
Coos,Erving's Location,Timothy Lee Mosby,Republican,President,,0
Coos,Erving's Location,Tom Oyler,Republican,President,,0
Coos,Erving's Location,Richard C. Peet,Republican,President,,0
Coos,Erving's Location,Dorian Yeager,Republican,President,,0
Coos,Erving's Location,Scatter,,President,,0
Coos,Gorham,Andy Martin,Republican,President,,0
Coos,Gorham,John McCain,Republican,President,,17.0
Coos,Gorham,Timothy Lee Mosby,Republican,President,,0
Coos,Gorham,Tom Oyler,Republican,President,,0
Coos,Gorham,Richard C. Peet,Republican,President,,0
Coos,Gorham,Dorian Yeager,Republican,President,,0
Coos,Gorham,Scatter,,President,,0
Coos,Green's Grant,Andy Martin,Republican,President,,0
Coos,Green's Grant,John McCain,Republican,President,,0
Coos,Green's Grant,Timothy Lee Mosby,Republican,President,,0
Coos,Green's Grant,Tom Oyler,Republican,President,,0
Coos,Green's Grant,Richard C. Peet,Republican,President,,0
Coos,Green's Grant,Dorian Yeager,Republican,President,,0
Coos,Green's Grant,Scatter,,President,,0
Coos,Hadley's Purchase,Andy Martin,Republican,President,,0
Coos,Hadley's Purchase,John McCain,Republican,President,,0
Coos,Hadley's Purchase,Timothy Lee Mosby,Republican,President,,0
Coos,Hadley's Purchase,Tom Oyler,Republican,President,,0
Coos,Hadley's Purchase,Richard C. Peet,Republican,President,,0
Coos,Hadley's Purchase,Dorian Yeager,Republican,President,,0
Coos,Hadley's Purchase,Scatter,,President,,0
Coos,Jefferson,Andy Martin,Republican,President,,0
Coos,Jefferson,John McCain,Republican,President,,1.0
Coos,Jefferson,Timothy Lee Mosby,Republican,President,,0
Coos,Jefferson,Tom Oyler,Republican,President,,0
Coos,Jefferson,Richard C. Peet,Republican,President,,0
Coos,Jefferson,Dorian Yeager,Republican,President,,0
Coos,Jefferson,Scatter,,President,,0
Coos,Kilkenny,Andy Martin,Republican,President,,0
Coos,Kilkenny,John McCain,Republican,President,,0
Coos,Kilkenny,Timothy Lee Mosby,Republican,President,,0
Coos,Kilkenny,Tom Oyler,Republican,President,,0
Coos,Kilkenny,Richard C. Peet,Republican,President,,0
Coos,Kilkenny,Dorian Yeager,Republican,President,,0
Coos,Kilkenny,Scatter,,President,,0
Coos,Lancaster,Andy Martin,Republican,President,,0
Coos,Lancaster,John McCain,Republican,President,,9.0
Coos,Lancaster,Timothy Lee Mosby,Republican,President,,0
Coos,Lancaster,Tom Oyler,Republican,President,,0
Coos,Lancaster,Richard C. Peet,Republican,President,,0
Coos,Lancaster,Dorian Yeager,Republican,President,,0
Coos,Lancaster,Scatter,,President,,2.0
Coos,Low & Burbank's Gt.,Andy Martin,Republican,President,,0
Coos,Low & Burbank's Gt.,John McCain,Republican,President,,0
Coos,Low & Burbank's Gt.,Timothy Lee Mosby,Republican,President,,0
Coos,Low & Burbank's Gt.,Tom Oyler,Republican,President,,0
Coos,Low & Burbank's Gt.,Richard C. Peet,Republican,President,,0
Coos,Low & Burbank's Gt.,Dorian Yeager,Republican,President,,0
Coos,Low & Burbank's Gt.,Scatter,,President,,0
Coos,Martin's Location,Andy Martin,Republican,President,,0
Coos,Martin's Location,John McCain,Republican,President,,0
Coos,Martin's Location,Timothy Lee Mosby,Republican,President,,0
Coos,Martin's Location,Tom Oyler,Republican,President,,0
Coos,Martin's Location,Richard C. Peet,Republican,President,,0
Coos,Martin's Location,Dorian Yeager,Republican,President,,0
Coos,Martin's Location,Scatter,,President,,0
Coos,Milan,Andy Martin,Republican,President,,0
Coos,Milan,John McCain,Republican,President,,4.0
Coos,Milan,Timothy Lee Mosby,Republican,President,,0
Coos,Milan,Tom Oyler,Republican,President,,0
Coos,Milan,Richard C. Peet,Republican,President,,0
Coos,Milan,Dorian Yeager,Republican,President,,0
Coos,Milan,Scatter,,President,,0
Coos,Millsfield,Andy Martin,Republican,President,,0
Coos,Millsfield,John McCain,Republican,President,,0
Coos,Millsfield,Timothy Lee Mosby,Republican,President,,0
Coos,Millsfield,Tom Oyler,Republican,President,,0
Coos,Millsfield,Richard C. Peet,Republican,President,,0
Coos,Millsfield,Dorian Yeager,Republican,President,,0
Coos,Millsfield,Scatter,,President,,0
Coos,Northumberland,Andy Martin,Republican,President,,0
Coos,Northumberland,John McCain,Republican,President,,16.0
Coos,Northumberland,Timothy Lee Mosby,Republican,President,,0
Coos,Northumberland,Tom Oyler,Republican,President,,0
Coos,Northumberland,Richard C. Peet,Republican,President,,0
Coos,Northumberland,Dorian Yeager,Republican,President,,0
Coos,Northumberland,Scatter,,President,,2.0
Coos,Odell,Andy Martin,Republican,President,,0
Coos,Odell,John McCain,Republican,President,,0
Coos,Odell,Timothy Lee Mosby,Republican,President,,0
Coos,Odell,Tom Oyler,Republican,President,,0
Coos,Odell,Richard C. Peet,Republican,President,,0
Coos,Odell,Dorian Yeager,Republican,President,,0
Coos,Odell,Scatter,,President,,0
Coos,Pinkhams' Grant,Andy Martin,Republican,President,,0
Coos,Pinkhams' Grant,John McCain,Republican,President,,0
Coos,Pinkhams' Grant,Timothy Lee Mosby,Republican,President,,0
Coos,Pinkhams' Grant,Tom Oyler,Republican,President,,0
Coos,Pinkhams' Grant,Richard C. Peet,Republican,President,,0
Coos,Pinkhams' Grant,Dorian Yeager,Republican,President,,0
Coos,Pinkhams' Grant,Scatter,,President,,0
Coos,Pittsburg,Andy Martin,Republican,President,,0
Coos,Pittsburg,John McCain,Republican,President,,2.0
Coos,Pittsburg,Timothy Lee Mosby,Republican,President,,0
Coos,Pittsburg,Tom Oyler,Republican,President,,0
Coos,Pittsburg,Richard C. Peet,Republican,President,,0
Coos,Pittsburg,Dorian Yeager,Republican,President,,0
Coos,Pittsburg,Scatter,,President,,0
Coos,Randolph,Andy Martin,Republican,President,,0
Coos,Randolph,John McCain,Republican,President,,2.0
Coos,Randolph,Timothy Lee Mosby,Republican,President,,0
Coos,Randolph,Tom Oyler,Republican,President,,0
Coos,Randolph,Richard C. Peet,Republican,President,,0
Coos,Randolph,Dorian Yeager,Republican,President,,0
Coos,Randolph,Scatter,,President,,0
Coos,Sargent's Pur.,Andy Martin,Republican,President,,0
Coos,Sargent's Pur.,John McCain,Republican,President,,0
