"county","jurisdiction","candidate","party","office","district","votes"
"Rockingham","Northwood","Scatter",,"Governor",,
"Rockingham","Nottingham","Mark Fernald","Democratic","Governor",,95
"Rockingham","Nottingham","Jeanne Shaheen","Democratic","Governor",,142
"Rockingham","Nottingham","Fred Bramante","Republican","Governor",,
"Rockingham","Nottingham","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Nottingham","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Nottingham","Jim Marron","Republican","Governor",,
"Rockingham","Nottingham","Jim Squires","Republican","Governor",,2
"Rockingham","Nottingham","Scatter",,"Governor",,
"Rockingham","Plaistow","Mark Fernald","Democratic","Governor",,50
"Rockingham","Plaistow","Jeanne Shaheen","Democratic","Governor",,189
"Rockingham","Plaistow","Fred Bramante","Republican","Governor",,
"Rockingham","Plaistow","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Plaistow","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Plaistow","Jim Marron","Republican","Governor",,
"Rockingham","Plaistow","Jim Squires","Republican","Governor",,1
"Rockingham","Plaistow","Scatter",,"Governor",,
"Rockingham","Portsmouth Ward 1","Mark Fernald","Democratic","Governor",,162
"Rockingham","Portsmouth Ward 1","Jeanne Shaheen","Democratic","Governor",,156
"Rockingham","Portsmouth Ward 1","Fred Bramante","Republican","Governor",,
"Rockingham","Portsmouth Ward 1","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Portsmouth Ward 1","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Portsmouth Ward 1","Jim Marron","Republican","Governor",,
"Rockingham","Portsmouth Ward 1","Jim Squires","Republican","Governor",,2
"Rockingham","Portsmouth Ward 1","Scatter",,"Governor",,2
"Rockingham","Portsmouth Ward 2","Mark Fernald","Democratic","Governor",,255
"Rockingham","Portsmouth Ward 2","Jeanne Shaheen","Democratic","Governor",,179
"Rockingham","Portsmouth Ward 2","Fred Bramante","Republican","Governor",,
"Rockingham","Portsmouth Ward 2","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Portsmouth Ward 2","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Portsmouth Ward 2","Jim Marron","Republican","Governor",,
"Rockingham","Portsmouth Ward 2","Jim Squires","Republican","Governor",,5
"Rockingham","Portsmouth Ward 2","Scatter",,"Governor",,1
"Rockingham","Portsmouth Ward 3","Mark Fernald","Democratic","Governor",,145
"Rockingham","Portsmouth Ward 3","Jeanne Shaheen","Democratic","Governor",,98
"Rockingham","Portsmouth Ward 3","Fred Bramante","Republican","Governor",,
"Rockingham","Portsmouth Ward 3","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Portsmouth Ward 3","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Portsmouth Ward 3","Jim Marron","Republican","Governor",,
"Rockingham","Portsmouth Ward 3","Jim Squires","Republican","Governor",,
"Rockingham","Portsmouth Ward 3","Scatter",,"Governor",,
"Rockingham","Portsmouth Ward 4","Mark Fernald","Democratic","Governor",,250
"Rockingham","Portsmouth Ward 4","Jeanne Shaheen","Democratic","Governor",,189
"Rockingham","Portsmouth Ward 4","Fred Bramante","Republican","Governor",,
"Rockingham","Portsmouth Ward 4","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Portsmouth Ward 4","Gordon J. Humphrey","Republican","Governor",,3
"Rockingham","Portsmouth Ward 4","Jim Marron","Republican","Governor",,
"Rockingham","Portsmouth Ward 4","Jim Squires","Republican","Governor",,3
"Rockingham","Portsmouth Ward 4","Scatter",,"Governor",,
"Rockingham","Portsmouth Ward 5","Mark Fernald","Democratic","Governor",,284
"Rockingham","Portsmouth Ward 5","Jeanne Shaheen","Democratic","Governor",,163
"Rockingham","Portsmouth Ward 5","Fred Bramante","Republican","Governor",,
"Rockingham","Portsmouth Ward 5","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Portsmouth Ward 5","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Portsmouth Ward 5","Jim Marron","Republican","Governor",,
"Rockingham","Portsmouth Ward 5","Jim Squires","Republican","Governor",,1
"Rockingham","Portsmouth Ward 5","Scatter",,"Governor",,
"Rockingham","Raymond","Mark Fernald","Democratic","Governor",,107
"Rockingham","Raymond","Jeanne Shaheen","Democratic","Governor",,277
"Rockingham","Raymond","Fred Bramante","Republican","Governor",,1
"Rockingham","Raymond","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","Raymond","Gordon J. Humphrey","Republican","Governor",,8
"Rockingham","Raymond","Jim Marron","Republican","Governor",,
"Rockingham","Raymond","Jim Squires","Republican","Governor",,
"Rockingham","Raymond","Scatter",,"Governor",,
"Rockingham","Rye","Mark Fernald","Democratic","Governor",,418
"Rockingham","Rye","Jeanne Shaheen","Democratic","Governor",,114
"Rockingham","Rye","Fred Bramante","Republican","Governor",,
"Rockingham","Rye","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Rye","Gordon J. Humphrey","Republican","Governor",,3
"Rockingham","Rye","Jim Marron","Republican","Governor",,
"Rockingham","Rye","Jim Squires","Republican","Governor",,1
"Rockingham","Rye","Scatter",,"Governor",,
"Rockingham","Salem","Mark Fernald","Democratic","Governor",,226
"Rockingham","Salem","Jeanne Shaheen","Democratic","Governor",,885
"Rockingham","Salem","Fred Bramante","Republican","Governor",,
"Rockingham","Salem","Jeffrey R. Howard","Republican","Governor",,4
"Rockingham","Salem","Gordon J. Humphrey","Republican","Governor",,9
"Rockingham","Salem","Jim Marron","Republican","Governor",,
"Rockingham","Salem","Jim Squires","Republican","Governor",,
"Rockingham","Salem","Scatter",,"Governor",,1
"Rockingham","Sandown","Mark Fernald","Democratic","Governor",,54
"Rockingham","Sandown","Jeanne Shaheen","Democratic","Governor",,124
"Rockingham","Sandown","Fred Bramante","Republican","Governor",,
"Rockingham","Sandown","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Sandown","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Sandown","Jim Marron","Republican","Governor",,
"Rockingham","Sandown","Jim Squires","Republican","Governor",,
"Rockingham","Sandown","Scatter",,"Governor",,
"Rockingham","Seabrook","Mark Fernald","Democratic","Governor",,143
"Rockingham","Seabrook","Jeanne Shaheen","Democratic","Governor",,137
"Rockingham","Seabrook","Fred Bramante","Republican","Governor",,
"Rockingham","Seabrook","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Seabrook","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Seabrook","Jim Marron","Republican","Governor",,
"Rockingham","Seabrook","Jim Squires","Republican","Governor",,3
"Rockingham","Seabrook","Scatter",,"Governor",,1
"Rockingham","South Hampton","Mark Fernald","Democratic","Governor",,25
"Rockingham","South Hampton","Jeanne Shaheen","Democratic","Governor",,20
"Rockingham","South Hampton","Fred Bramante","Republican","Governor",,
"Rockingham","South Hampton","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","South Hampton","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","South Hampton","Jim Marron","Republican","Governor",,
"Rockingham","South Hampton","Jim Squires","Republican","Governor",,
"Rockingham","South Hampton","Scatter",,"Governor",,
"Rockingham","Stratham","Mark Fernald","Democratic","Governor",,123
"Rockingham","Stratham","Jeanne Shaheen","Democratic","Governor",,188
"Rockingham","Stratham","Fred Bramante","Republican","Governor",,1
"Rockingham","Stratham","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Stratham","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Stratham","Jim Marron","Republican","Governor",,
"Rockingham","Stratham","Jim Squires","Republican","Governor",,
"Rockingham","Stratham","Scatter",,"Governor",,
"Rockingham","Windham","Mark Fernald","Democratic","Governor",,80
"Rockingham","Windham","Jeanne Shaheen","Democratic","Governor",,242
"Rockingham","Windham","Fred Bramante","Republican","Governor",,1
"Rockingham","Windham","Jeffrey R. Howard","Republican","Governor",,3
"Rockingham","Windham","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Windham","Jim Marron","Republican","Governor",,
"Rockingham","Windham","Jim Squires","Republican","Governor",,
"Rockingham","Windham","Scatter",,"Governor",,1
"Rockingham",,"Mark Fernald","Democratic","Governor",,5705
"Rockingham",,"Jeanne Shaheen","Democratic","Governor",,7799
"Rockingham",,"Fred Bramante","Republican","Governor",,5
"Rockingham",,"Jeffrey R. Howard","Republican","Governor",,32
"Rockingham",,"Gordon J. Humphrey","Republican","Governor",,75
"Rockingham",,"Jim Marron","Republican","Governor",,
"Rockingham",,"Jim Squires","Republican","Governor",,42
"Rockingham",,"Scatter",,"Governor",,12
"Strafford","Barrington","Mark Fernald","Democratic","Governor",,153
"Strafford","Barrington","Jeanne Shaheen","Democratic","Governor",,271
"Strafford","Barrington","Fred Bramante","Republican","Governor",,
"Strafford","Barrington","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Barrington","Gordon J. Humphrey","Republican","Governor",,6
"Strafford","Barrington","Jim Marron","Republican","Governor",,
"Strafford","Barrington","Jim Squires","Republican","Governor",,2
"Strafford","Barrington","Scatter",,"Governor",,
"Strafford","Dover Ward 1","Mark Fernald","Democratic","Governor",,78
"Strafford","Dover Ward 1","Jeanne Shaheen","Democratic","Governor",,262
"Strafford","Dover Ward 1","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 1","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","Dover Ward 1","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","Dover Ward 1","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 1","Jim Squires","Republican","Governor",,3
"Strafford","Dover Ward 1","Scatter",,"Governor",,
"Strafford","Dover Ward 2","Mark Fernald","Democratic","Governor",,74
"Strafford","Dover Ward 2","Jeanne Shaheen","Democratic","Governor",,171
"Strafford","Dover Ward 2","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 2","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Dover Ward 2","Gordon J. Humphrey","Republican","Governor",,3
"Strafford","Dover Ward 2","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 2","Jim Squires","Republican","Governor",,1
"Strafford","Dover Ward 2","Scatter",,"Governor",,
"Strafford","Dover Ward 3","Mark Fernald","Democratic","Governor",,148
"Strafford","Dover Ward 3","Jeanne Shaheen","Democratic","Governor",,316
"Strafford","Dover Ward 3","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 3","Jeffrey R. Howard","Republican","Governor",,4
"Strafford","Dover Ward 3","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Dover Ward 3","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 3","Jim Squires","Republican","Governor",,1
"Strafford","Dover Ward 3","Scatter",,"Governor",,
"Strafford","Dover Ward 4","Mark Fernald","Democratic","Governor",,102
"Strafford","Dover Ward 4","Jeanne Shaheen","Democratic","Governor",,282
"Strafford","Dover Ward 4","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 4","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Dover Ward 4","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","Dover Ward 4","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 4","Jim Squires","Republican","Governor",,
"Strafford","Dover Ward 4","Scatter",,"Governor",,1
"Strafford","Dover Ward 5","Mark Fernald","Democratic","Governor",,90
"Strafford","Dover Ward 5","Jeanne Shaheen","Democratic","Governor",,230
"Strafford","Dover Ward 5","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 5","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","Dover Ward 5","Gordon J. Humphrey","Republican","Governor",,1
"Strafford","Dover Ward 5","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 5","Jim Squires","Republican","Governor",,2
"Strafford","Dover Ward 5","Scatter",,"Governor",,
"Strafford","Dover Ward 6","Mark Fernald","Democratic","Governor",,117
"Strafford","Dover Ward 6","Jeanne Shaheen","Democratic","Governor",,226
"Strafford","Dover Ward 6","Fred Bramante","Republican","Governor",,
"Strafford","Dover Ward 6","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Dover Ward 6","Gordon J. Humphrey","Republican","Governor",,3
"Strafford","Dover Ward 6","Jim Marron","Republican","Governor",,
"Strafford","Dover Ward 6","Jim Squires","Republican","Governor",,
"Strafford","Dover Ward 6","Scatter",,"Governor",,
"Strafford","Durham","Mark Fernald","Democratic","Governor",,446
"Strafford","Durham","Jeanne Shaheen","Democratic","Governor",,370
"Strafford","Durham","Fred Bramante","Republican","Governor",,
"Strafford","Durham","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","Durham","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Durham","Jim Marron","Republican","Governor",,
"Strafford","Durham","Jim Squires","Republican","Governor",,
"Strafford","Durham","Scatter",,"Governor",,
"Strafford","Farmington","Mark Fernald","Democratic","Governor",,85
"Strafford","Farmington","Jeanne Shaheen","Democratic","Governor",,177
"Strafford","Farmington","Fred Bramante","Republican","Governor",,
"Strafford","Farmington","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Farmington","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","Farmington","Jim Marron","Republican","Governor",,
"Strafford","Farmington","Jim Squires","Republican","Governor",,
"Strafford","Farmington","Scatter",,"Governor",,1
"Strafford","Lee","Mark Fernald","Democratic","Governor",,210
"Strafford","Lee","Jeanne Shaheen","Democratic","Governor",,233
"Strafford","Lee","Fred Bramante","Republican","Governor",,
"Strafford","Lee","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","Lee","Gordon J. Humphrey","Republican","Governor",,3
"Strafford","Lee","Jim Marron","Republican","Governor",,
"Strafford","Lee","Jim Squires","Republican","Governor",,1
"Strafford","Lee","Scatter",,"Governor",,
"Strafford","Madbury","Mark Fernald","Democratic","Governor",,63
"Strafford","Madbury","Jeanne Shaheen","Democratic","Governor",,121
"Strafford","Madbury","Fred Bramante","Republican","Governor",,
"Strafford","Madbury","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Madbury","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Madbury","Jim Marron","Republican","Governor",,
"Strafford","Madbury","Jim Squires","Republican","Governor",,
"Strafford","Madbury","Scatter",,"Governor",,
"Strafford","Middleton","Mark Fernald","Democratic","Governor",,22
"Strafford","Middleton","Jeanne Shaheen","Democratic","Governor",,72
"Strafford","Middleton","Fred Bramante","Republican","Governor",,
"Strafford","Middleton","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Middleton","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Middleton","Jim Marron","Republican","Governor",,
"Strafford","Middleton","Jim Squires","Republican","Governor",,
"Strafford","Middleton","Scatter",,"Governor",,
"Strafford","Milton","Mark Fernald","Democratic","Governor",,51
"Strafford","Milton","Jeanne Shaheen","Democratic","Governor",,138
"Strafford","Milton","Fred Bramante","Republican","Governor",,
"Strafford","Milton","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","Milton","Gordon J. Humphrey","Republican","Governor",,4
"Strafford","Milton","Jim Marron","Republican","Governor",,1
"Strafford","Milton","Jim Squires","Republican","Governor",,
"Strafford","Milton","Scatter",,"Governor",,
"Strafford","New Durham","Mark Fernald","Democratic","Governor",,35
"Strafford","New Durham","Jeanne Shaheen","Democratic","Governor",,82
"Strafford","New Durham","Fred Bramante","Republican","Governor",,
"Strafford","New Durham","Jeffrey R. Howard","Republican","Governor",,1
"Strafford","New Durham","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","New Durham","Jim Marron","Republican","Governor",,
"Strafford","New Durham","Jim Squires","Republican","Governor",,1
"Strafford","New Durham","Scatter",,"Governor",,
"Strafford","Rochester Ward 1","Mark Fernald","Democratic","Governor",,70
"Strafford","Rochester Ward 1","Jeanne Shaheen","Democratic","Governor",,265
"Strafford","Rochester Ward 1","Fred Bramante","Republican","Governor",,
"Strafford","Rochester Ward 1","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Rochester Ward 1","Gordon J. Humphrey","Republican","Governor",,4
"Strafford","Rochester Ward 1","Jim Marron","Republican","Governor",,
"Strafford","Rochester Ward 1","Jim Squires","Republican","Governor",,
"Strafford","Rochester Ward 1","Scatter",,"Governor",,1
"Strafford","Rochester Ward 2","Mark Fernald","Democratic","Governor",,38
"Strafford","Rochester Ward 2","Jeanne Shaheen","Democratic","Governor",,218
"Strafford","Rochester Ward 2","Fred Bramante","Republican","Governor",,
"Strafford","Rochester Ward 2","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Rochester Ward 2","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","Rochester Ward 2","Jim Marron","Republican","Governor",,
"Strafford","Rochester Ward 2","Jim Squires","Republican","Governor",,4
"Strafford","Rochester Ward 2","Scatter",,"Governor",,1
"Strafford","Rochester Ward 3","Mark Fernald","Democratic","Governor",,59
"Strafford","Rochester Ward 3","Jeanne Shaheen","Democratic","Governor",,218
"Strafford","Rochester Ward 3","Fred Bramante","Republican","Governor",,
"Strafford","Rochester Ward 3","Jeffrey R. Howard","Republican","Governor",,2
"Strafford","Rochester Ward 3","Gordon J. Humphrey","Republican","Governor",,9
"Strafford","Rochester Ward 3","Jim Marron","Republican","Governor",,
"Strafford","Rochester Ward 3","Jim Squires","Republican","Governor",,3
"Strafford","Rochester Ward 3","Scatter",,"Governor",,
"Strafford","Rochester Ward 4","Mark Fernald","Democratic","Governor",,65
"Strafford","Rochester Ward 4","Jeanne Shaheen","Democratic","Governor",,319
"Strafford","Rochester Ward 4","Fred Bramante","Republican","Governor",,
"Strafford","Rochester Ward 4","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Rochester Ward 4","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Rochester Ward 4","Jim Marron","Republican","Governor",,
"Strafford","Rochester Ward 4","Jim Squires","Republican","Governor",,
"Strafford","Rochester Ward 4","Scatter",,"Governor",,
"Strafford","Rochester Ward 5","Mark Fernald","Democratic","Governor",,65
"Strafford","Rochester Ward 5","Jeanne Shaheen","Democratic","Governor",,216
"Strafford","Rochester Ward 5","Fred Bramante","Republican","Governor",,
"Strafford","Rochester Ward 5","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Rochester Ward 5","Gordon J. Humphrey","Republican","Governor",,1
"Strafford","Rochester Ward 5","Jim Marron","Republican","Governor",,
"Strafford","Rochester Ward 5","Jim Squires","Republican","Governor",,
"Strafford","Rochester Ward 5","Scatter",,"Governor",,
"Strafford","Rollinsford","Mark Fernald","Democratic","Governor",,54
"Strafford","Rollinsford","Jeanne Shaheen","Democratic","Governor",,136
"Strafford","Rollinsford","Fred Bramante","Republican","Governor",,
"Strafford","Rollinsford","Jeffrey R. Howard","Republican","Governor",,2
"Strafford","Rollinsford","Gordon J. Humphrey","Republican","Governor",,3
"Strafford","Rollinsford","Jim Marron","Republican","Governor",,
"Strafford","Rollinsford","Jim Squires","Republican","Governor",,1
"Strafford","Rollinsford","Scatter",,"Governor",,
"Strafford","Somersworth Ward 1","Mark Fernald","Democratic","Governor",,39
"Strafford","Somersworth Ward 1","Jeanne Shaheen","Democratic","Governor",,145
"Strafford","Somersworth Ward 1","Fred Bramante","Republican","Governor",,
"Strafford","Somersworth Ward 1","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Somersworth Ward 1","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Somersworth Ward 1","Jim Marron","Republican","Governor",,
"Strafford","Somersworth Ward 1","Jim Squires","Republican","Governor",,
"Strafford","Somersworth Ward 1","Scatter",,"Governor",,
"Strafford","Somersworth Ward 2","Mark Fernald","Democratic","Governor",,29
"Strafford","Somersworth Ward 2","Jeanne Shaheen","Democratic","Governor",,138
"Strafford","Somersworth Ward 2","Fred Bramante","Republican","Governor",,
"Strafford","Somersworth Ward 2","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Somersworth Ward 2","Gordon J. Humphrey","Republican","Governor",,
"Strafford","Somersworth Ward 2","Jim Marron","Republican","Governor",,
"Strafford","Somersworth Ward 2","Jim Squires","Republican","Governor",,
"Strafford","Somersworth Ward 2","Scatter",,"Governor",,
"Strafford","Somersworth Ward 3","Mark Fernald","Democratic","Governor",,43
"Strafford","Somersworth Ward 3","Jeanne Shaheen","Democratic","Governor",,132
"Strafford","Somersworth Ward 3","Fred Bramante","Republican","Governor",,
"Strafford","Somersworth Ward 3","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Somersworth Ward 3","Gordon J. Humphrey","Republican","Governor",,1
"Strafford","Somersworth Ward 3","Jim Marron","Republican","Governor",,
"Strafford","Somersworth Ward 3","Jim Squires","Republican","Governor",,
"Strafford","Somersworth Ward 3","Scatter",,"Governor",,
"Strafford","Somersworth Ward 4","Mark Fernald","Democratic","Governor",,55
"Strafford","Somersworth Ward 4","Jeanne Shaheen","Democratic","Governor",,189
"Strafford","Somersworth Ward 4","Fred Bramante","Republican","Governor",,
"Strafford","Somersworth Ward 4","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Somersworth Ward 4","Gordon J. Humphrey","Republican","Governor",,4
"Strafford","Somersworth Ward 4","Jim Marron","Republican","Governor",,
"Strafford","Somersworth Ward 4","Jim Squires","Republican","Governor",,
"Strafford","Somersworth Ward 4","Scatter",,"Governor",,
"Strafford","Somersworth Ward 5","Mark Fernald","Democratic","Governor",,40
"Strafford","Somersworth Ward 5","Jeanne Shaheen","Democratic","Governor",,134
"Strafford","Somersworth Ward 5","Fred Bramante","Republican","Governor",,
"Strafford","Somersworth Ward 5","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Somersworth Ward 5","Gordon J. Humphrey","Republican","Governor",,1
"Strafford","Somersworth Ward 5","Jim Marron","Republican","Governor",,
"Strafford","Somersworth Ward 5","Jim Squires","Republican","Governor",,
"Strafford","Somersworth Ward 5","Scatter",,"Governor",,
"Strafford","Strafford  ","Mark Fernald","Democratic","Governor",,116
"Strafford","Strafford  ","Jeanne Shaheen","Democratic","Governor",,141
"Strafford","Strafford  ","Fred Bramante","Republican","Governor",,
"Strafford","Strafford  ","Jeffrey R. Howard","Republican","Governor",,
"Strafford","Strafford  ","Gordon J. Humphrey","Republican","Governor",,2
"Strafford","Strafford  ","Jim Marron","Republican","Governor",,
"Strafford","Strafford  ","Jim Squires","Republican","Governor",,1
"Strafford","Strafford  ","Scatter",,"Governor",,
"Strafford",,"Mark Fernald","Democratic","Governor",,2347
"Strafford",,"Jeanne Shaheen","Democratic","Governor",,5202
"Strafford",,"Fred Bramante","Republican","Governor",,
"Strafford",,"Jeffrey R. Howard","Republican","Governor",,14
"Strafford",,"Gordon J. Humphrey","Republican","Governor",,55
"Strafford",,"Jim Marron","Republican","Governor",,1
"Strafford",,"Jim Squires","Republican","Governor",,20
"Strafford",,"Scatter",,"Governor",,4
"Sullivan","Acworth","Mark Fernald","Democratic","Governor",,59
"Sullivan","Acworth","Jeanne Shaheen","Democratic","Governor",,26
"Sullivan","Acworth","Fred Bramante","Republican","Governor",,
"Sullivan","Acworth","Jeffrey R. Howard","Republican","Governor",,1
"Sullivan","Acworth","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Acworth","Jim Marron","Republican","Governor",,
"Sullivan","Acworth","Jim Squires","Republican","Governor",,
"Sullivan","Acworth","Scatter",,"Governor",,
"Sullivan","Charlestown","Mark Fernald","Democratic","Governor",,130
"Sullivan","Charlestown","Jeanne Shaheen","Democratic","Governor",,132
"Sullivan","Charlestown","Fred Bramante","Republican","Governor",,
"Sullivan","Charlestown","Jeffrey R. Howard","Republican","Governor",,1
"Sullivan","Charlestown","Gordon J. Humphrey","Republican","Governor",,2
"Sullivan","Charlestown","Jim Marron","Republican","Governor",,
"Sullivan","Charlestown","Jim Squires","Republican","Governor",,3
"Sullivan","Charlestown","Scatter",,"Governor",,
"Sullivan","Claremont Ward 1","Mark Fernald","Democratic","Governor",,138
"Sullivan","Claremont Ward 1","Jeanne Shaheen","Democratic","Governor",,131
"Sullivan","Claremont Ward 1","Fred Bramante","Republican","Governor",,
"Sullivan","Claremont Ward 1","Jeffrey R. Howard","Republican","Governor",,9
"Sullivan","Claremont Ward 1","Gordon J. Humphrey","Republican","Governor",,1
"Sullivan","Claremont Ward 1","Jim Marron","Republican","Governor",,
"Sullivan","Claremont Ward 1","Jim Squires","Republican","Governor",,2
"Sullivan","Claremont Ward 1","Scatter",,"Governor",,1
"Sullivan","Claremont Ward 2","Mark Fernald","Democratic","Governor",,168
"Sullivan","Claremont Ward 2","Jeanne Shaheen","Democratic","Governor",,137
"Sullivan","Claremont Ward 2","Fred Bramante","Republican","Governor",,
"Sullivan","Claremont Ward 2","Jeffrey R. Howard","Republican","Governor",,10
"Sullivan","Claremont Ward 2","Gordon J. Humphrey","Republican","Governor",,5
"Sullivan","Claremont Ward 2","Jim Marron","Republican","Governor",,
"Sullivan","Claremont Ward 2","Jim Squires","Republican","Governor",,1
"Sullivan","Claremont Ward 2","Scatter",,"Governor",,
"Sullivan","Claremont Ward 3","Mark Fernald","Democratic","Governor",,149
"Sullivan","Claremont Ward 3","Jeanne Shaheen","Democratic","Governor",,166
"Sullivan","Claremont Ward 3","Fred Bramante","Republican","Governor",,
"Sullivan","Claremont Ward 3","Jeffrey R. Howard","Republican","Governor",,11
"Sullivan","Claremont Ward 3","Gordon J. Humphrey","Republican","Governor",,3
"Sullivan","Claremont Ward 3","Jim Marron","Republican","Governor",,
"Sullivan","Claremont Ward 3","Jim Squires","Republican","Governor",,1
"Sullivan","Claremont Ward 3","Scatter",,"Governor",,
"Sullivan","Cornish","Mark Fernald","Democratic","Governor",,98
"Sullivan","Cornish","Jeanne Shaheen","Democratic","Governor",,65
"Sullivan","Cornish","Fred Bramante","Republican","Governor",,
"Sullivan","Cornish","Jeffrey R. Howard","Republican","Governor",,3
"Sullivan","Cornish","Gordon J. Humphrey","Republican","Governor",,3
"Sullivan","Cornish","Jim Marron","Republican","Governor",,
"Sullivan","Cornish","Jim Squires","Republican","Governor",,
"Sullivan","Cornish","Scatter",,"Governor",,
"Sullivan","Croydon","Mark Fernald","Democratic","Governor",,16
"Sullivan","Croydon","Jeanne Shaheen","Democratic","Governor",,19
"Sullivan","Croydon","Fred Bramante","Republican","Governor",,
"Sullivan","Croydon","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Croydon","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Croydon","Jim Marron","Republican","Governor",,
"Sullivan","Croydon","Jim Squires","Republican","Governor",,
"Sullivan","Croydon","Scatter",,"Governor",,
"Sullivan","Goshen","Mark Fernald","Democratic","Governor",,27
"Sullivan","Goshen","Jeanne Shaheen","Democratic","Governor",,23
"Sullivan","Goshen","Fred Bramante","Republican","Governor",,
"Sullivan","Goshen","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Goshen","Gordon J. Humphrey","Republican","Governor",,3
"Sullivan","Goshen","Jim Marron","Republican","Governor",,
"Sullivan","Goshen","Jim Squires","Republican","Governor",,1
"Sullivan","Goshen","Scatter",,"Governor",,
"Sullivan","Grantham","Mark Fernald","Democratic","Governor",,131
"Sullivan","Grantham","Jeanne Shaheen","Democratic","Governor",,95
"Sullivan","Grantham","Fred Bramante","Republican","Governor",,
"Sullivan","Grantham","Jeffrey R. Howard","Republican","Governor",,2
"Sullivan","Grantham","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Grantham","Jim Marron","Republican","Governor",,
"Sullivan","Grantham","Jim Squires","Republican","Governor",,
"Sullivan","Grantham","Scatter",,"Governor",,
"Sullivan","Langdon","Mark Fernald","Democratic","Governor",,23
"Sullivan","Langdon","Jeanne Shaheen","Democratic","Governor",,12
"Sullivan","Langdon","Fred Bramante","Republican","Governor",,
"Sullivan","Langdon","Jeffrey R. Howard","Republican","Governor",,
