county,town,office,party,candidate,votes
Grafton,Monroe,State House District No. 14,D,Grant,66.0
Grafton,Monroe,State House District No. 14,,Scatter,
Grafton,Sugar Hill,State House District No. 14,R,Bailey,158.0
Grafton,Sugar Hill,State House District No. 14,D,Grant,153.0
Grafton,Sugar Hill,State House District No. 14,,Scatter,
Grafton,Bath,State House District No. 15,R,Ingbretson,237.0
Grafton,Bath,State House District No. 15,D,Mertz,155.0
Grafton,Bath,State House District No. 15,,Scatter,
Grafton,Benton,State House District No. 15,R,Ingbretson,82.0
Grafton,Benton,State House District No. 15,D,Mertz,38.0
Grafton,Benton,State House District No. 15,,Scatter,
Grafton,Easton,State House District No. 15,R,Ingbretson,56.0
Grafton,Easton,State House District No. 15,D,Mertz,89.0
Grafton,Easton,State House District No. 15,,Scatter,
Grafton,Haverhill,State House District No. 15,R,Ingbretson,850.0
Grafton,Haverhill,State House District No. 15,D,Mertz,394.0
Grafton,Haverhill,State House District No. 15,,Scatter,
Grafton,Landaff,State House District No. 15,R,Ingbretson,85.0
Grafton,Landaff,State House District No. 15,D,Mertz,68.0
Grafton,Landaff,State House District No. 15,,Scatter,
Grafton,Orford,State House District No. 15,R,Ingbretson,195.0
Grafton,Orford,State House District No. 15,D,Mertz,278.0
Grafton,Orford,State House District No. 15,,Scatter,
Grafton,Piermont,State House District No. 15,R,Ingbretson,130.0
Grafton,Piermont,State House District No. 15,D,Mertz,160.0
Grafton,Piermont,State House District No. 15,,Scatter,1.0
Grafton,Warren,State House District No. 15,R,Ingbretson,177.0
Grafton,Warren,State House District No. 15,D,Mertz,148.0
Grafton,Warren,State House District No. 15,,Scatter,
Grafton,Canaan,State House District No. 16,R,Brown,514.0
Grafton,Canaan,State House District No. 16,D,Friedrich,694.0
Grafton,Canaan,State House District No. 16,,Scatter,
Grafton,Dorchester,State House District No. 16,R,Brown,85.0
Grafton,Dorchester,State House District No. 16,D,Friedrich,65.0
Grafton,Dorchester,State House District No. 16,,Scatter,
Grafton,Ellsworth,State House District No. 16,R,Brown,14.0
Grafton,Ellsworth,State House District No. 16,D,Friedrich,23.0
Grafton,Ellsworth,State House District No. 16,,Scatter,1.0
Grafton,Groton,State House District No. 16,R,Brown,122.0
Grafton,Groton,State House District No. 16,D,Friedrich,79.0
Grafton,Groton,State House District No. 16,,Scatter,
Grafton,Orange,State House District No. 16,R,Brown,55.0
Grafton,Orange,State House District No. 16,D,Friedrich,65.0
Grafton,Orange,State House District No. 16,,Scatter,
Grafton,Rumney,State House District No. 16,R,Brown,304.0
Grafton,Rumney,State House District No. 16,D,Friedrich,272.0
Grafton,Rumney,State House District No. 16,,Scatter,
Grafton,Thornton,State House District No. 16,R,Brown,456.0
Grafton,Thornton,State House District No. 16,D,Friedrich,464.0
Grafton,Thornton,State House District No. 16,,Scatter,3.0
Grafton,Wentworth,State House District No. 16,R,Brown,258.0
Grafton,Wentworth,State House District No. 16,D,Friedrich,128.0
Grafton,Wentworth,State House District No. 16,,Scatter,1.0
Grafton,Alexandria,State House District No. 17,R,Darrow,354.0
Grafton,Alexandria,State House District No. 17,D,Mulholland,250.0
Grafton,Alexandria,State House District No. 17,,Scatter,
Grafton,Alexandria,State House District No. 17,,Rottenecker,1.0
Grafton,Ashland,State House District No. 17,R,Darrow,376.0
Grafton,Ashland,State House District No. 17,D,Mulholland,333.0
Grafton,Ashland,State House District No. 17,,Scatter,
Grafton,Ashland,State House District No. 17,,Rottenecker,1.0
Grafton,Bridgewater,State House District No. 17,R,Darrow,256.0
Grafton,Bridgewater,State House District No. 17,D,Mulholland,178.0
Grafton,Bridgewater,State House District No. 17,,Scatter,
Grafton,Bridgewater,State House District No. 17,,Rottenecker,
Grafton,Bristol,State House District No. 17,R,Darrow,589.0
Grafton,Bristol,State House District No. 17,D,Mulholland,451.0
Grafton,Bristol,State House District No. 17,,Scatter,1.0
Grafton,Bristol,State House District No. 17,,Rottenecker,
Grafton,Enfield,State House District No. 17,R,Darrow,647.0
Grafton,Enfield,State House District No. 17,D,Mulholland,972.0
Grafton,Enfield,State House District No. 17,,Scatter,
Grafton,Enfield,State House District No. 17,,Rottenecker,
Grafton,Grafton,State House District No. 17,R,Darrow,324.0
Grafton,Grafton,State House District No. 17,D,Mulholland,187.0
Grafton,Grafton,State House District No. 17,,Scatter,
Grafton,Grafton,State House District No. 17,,Rottenecker,
Hillsborough,Antrim,State House District No. 1,R,McMurrer,438.0
Hillsborough,Antrim,State House District No. 1,R,Fredette,473.0
Hillsborough,Antrim,State House District No. 1,D,Shattuck,517.0
Hillsborough,Antrim,State House District No. 1,D,Porter,542.0
Hillsborough,Antrim,State House District No. 1,,Scattter,
Hillsborough,Hillsborough,State House District No. 1,R,McMurrer,775.0
Hillsborough,Hillsborough,State House District No. 1,R,Fredette,825.0
Hillsborough,Hillsborough,State House District No. 1,D,Shattuck,881.0
Hillsborough,Hillsborough,State House District No. 1,D,Porter,913.0
Hillsborough,Hillsborough,State House District No. 1,,Scattter,3.0
Hillsborough,Windsor,State House District No. 1,R,McMurrer,48.0
Hillsborough,Windsor,State House District No. 1,R,Fredette,50.0
Hillsborough,Windsor,State House District No. 1,D,Shattuck,27.0
Hillsborough,Windsor,State House District No. 1,D,Porter,24.0
Hillsborough,Windsor,State House District No. 1,,Scattter,
Hillsborough,Deering,State House District No. 2,R,Kurk,313.0
Hillsborough,Deering,State House District No. 2,R,Donovan,342.0
Hillsborough,Deering,State House District No. 2,R,Hopper,292.0
Hillsborough,Weare,State House District No. 2,R,Kurk,1418.0
Hillsborough,Weare,State House District No. 2,R,Donovan,1277.0
Hillsborough,Weare,State House District No. 2,R,Hopper,1492.0
Hillsborough,Deering,State House District No. 2,D,Rocklin-Weare,226.0
Hillsborough,Deering,State House District No. 2,D,Ashworth,226.0
Hillsborough,Deering,State House District No. 2,D,Dokton,229.0
Hillsborough,Deering,State House District No. 2,LIB,Wilber,105.0
Hillsborough,Deering,State House District No. 2,,Scatter,9.0
Hillsborough,Deering,State House District No. 2,,Ivanjack (w-in),
Hillsborough,Weare,State House District No. 2,D,Rocklin-Weare,980.0
Hillsborough,Weare,State House District No. 2,D,Ashworth,794.0
Hillsborough,Weare,State House District No. 2,D,Dokton,722.0
Hillsborough,Weare,State House District No. 2,LIB,Wilber,864.0
Hillsborough,Weare,State House District No. 2,,Scatter,
Hillsborough,Weare,State House District No. 2,,Ivanjack (w-in),168.0
Hillsborough,Bennington,State House District No. 3,R,Bedard,259.0
Hillsborough,Bennington,State House District No. 3,D,Manley,253.0
Hillsborough,Bennington,State House District No. 3,,Scatter,1.0
Hillsborough,Greenfield,State House District No. 3,R,Bedard,343.0
Hillsborough,Greenfield,State House District No. 3,D,Manley,301.0
Hillsborough,Greenfield,State House District No. 3,,Scatter,
Hillsborough,Hancock,State House District No. 3,R,Bedard,367.0
Hillsborough,Hancock,State House District No. 3,D,Manley,572.0
Hillsborough,Hancock,State House District No. 3,,Scatter,
Hillsborough,Francestown,State House District No. 4,R,Schwanke,368.0
Hillsborough,Francestown,State House District No. 4,R,Sawin,343.0
Hillsborough,Greenville,State House District No. 4,R,Schwanke,277.0
Hillsborough,Greenville,State House District No. 4,R,Sawin,264.0
Hillsborough,Lyndeborough,State House District No. 4,R,Schwanke,367.0
Hillsborough,Lyndeborough,State House District No. 4,R,Sawin,281.0
Hillsborough,Wilton,State House District No. 4,R,Schwanke,694.0
Hillsborough,Wilton,State House District No. 4,R,Sawin,654.0
Hillsborough,Francestown,State House District No. 4,D,Williams,390.0
Hillsborough,Francestown,State House District No. 4,D,Roberts,364.0
Hillsborough,Francestown,State House District No. 4,,Scatter,
Hillsborough,Greenville,State House District No. 4,D,Williams,252.0
Hillsborough,Greenville,State House District No. 4,D,Roberts,261.0
Hillsborough,Greenville,State House District No. 4,,Scatter,
Hillsborough,Lyndeborough,State House District No. 4,D,Williams,328.0
Hillsborough,Lyndeborough,State House District No. 4,D,Roberts,344.0
Hillsborough,Lyndeborough,State House District No. 4,,Scatter,1.0
Hillsborough,Wilton,State House District No. 4,D,Williams,797.0
Hillsborough,Wilton,State House District No. 4,D,Roberts,765.0
Hillsborough,Wilton,State House District No. 4,,Scatter,1.0
Hillsborough,Mont Vernon,State House District No. 5,R,O'Brien,553.0
Hillsborough,Mont Vernon,State House District No. 5,R,Foster,471.0
Hillsborough,New Boston,State House District No. 5,R,O'Brien,1192.0
Hillsborough,New Boston,State House District No. 5,R,Foster,1086.0
Hillsborough,Mont Vernon,State House District No. 5,D,Woodbury,497.0
Hillsborough,Mont Vernon,State House District No. 5,D,LaChance,444.0
Hillsborough,New Boston,State House District No. 5,D,Woodbury,1140.0
Hillsborough,New Boston,State House District No. 5,D,LaChance,897.0
Hillsborough,Goffstown,State House District No. 6,R,Christie,3084.0
Hillsborough,Goffstown,State House District No. 6,R,Griffin,3483.0
Hillsborough,Goffstown,State House District No. 6,R,Pierce,3271.0
Hillsborough,Goffstown,State House District No. 6,R,Rouillard,3123.0
Hillsborough,Goffstown,State House District No. 6,R,Zaricki,2873.0
Hillsborough,Goffstown,State House District No. 6,D,Varee,1925.0
Hillsborough,Goffstown,State House District No. 6,D,Gage,2592.0
Hillsborough,Goffstown,State House District No. 6,D,MacGregor,2298.0
Hillsborough,Goffstown,State House District No. 6,,Scatter,
Hillsborough,Bedford,State House District No. 7,R,Wolf,5568.0
Hillsborough,Bedford,State House District No. 7,R,Danielson,5709.0
Hillsborough,Bedford,State House District No. 7,R,Fromuth,4905.0
Hillsborough,Bedford,State House District No. 7,R,Gould,5807.0
Hillsborough,Bedford,State House District No. 7,R,Murphy,5170.0
Hillsborough,Bedford,State House District No. 7,R,Peterson,5490.0
Hillsborough,Bedford,State House District No. 7,D,Hanauer,2966.0
Hillsborough,Bedford,State House District No. 7,D,Browne,2820.0
Hillsborough,Bedford,State House District No. 7,D,Dupuis,2910.0
Hillsborough,Bedford,State House District No. 7,,Scatter,
Hillsborough,Manchester Ward 1,State House District No. 8,R,Rosa,1466.0
Hillsborough,Manchester Ward 1,State House District No. 8,R,Lachance,1834.0
Hillsborough,Manchester Ward 1,State House District No. 8,D,Goley,2014.0
Hillsborough,Manchester Ward 1,State House District No. 8,D,Doyle,1663.0
Hillsborough,Manchester Ward 1,State House District No. 8,,Scatter,2.0
Hillsborough,Manchester Ward 2,State House District No. 9,R,Whitfield,1196.0
Hillsborough,Manchester Ward 2,State House District No. 9,R,Hutchinson,1422.0
Hillsborough,Manchester Ward 2,State House District No. 9,D,O'Neil,1484.0
Hillsborough,Manchester Ward 2,State House District No. 9,D,DiSilvestro,1442.0
Hillsborough,Manchester Ward 2,State House District No. 9,,Scattter,1.0
Hillsborough,Manchester Ward 3,State House District No. 10,R,Slattery,487.0
Hillsborough,Manchester Ward 3,State House District No. 10,R,Heck,575.0
Hillsborough,Manchester Ward 3,State House District No. 10,D,Long,927.0
Hillsborough,Manchester Ward 3,State House District No. 10,D,Jeudy,745.0
Hillsborough,Manchester Ward 3,State House District No. 10,,Scatter,3.0
Hillsborough,Manchester Ward 4,State House District No. 11,R,Mattingly,716.0
Hillsborough,Manchester Ward 4,State House District No. 11,D,Walsh,965.0
Hillsborough,Manchester Ward 4,State House District No. 11,D,Edwards,1030.0
Hillsborough,Manchester Ward 4,State House District No. 11,R,Donais,661.0
Hillsborough,Manchester Ward 4,State House District No. 11,,Scatter,13.0
Hillsborough,Manchester Ward 5,State House District No. 12,D,Rokas,932.0
Hillsborough,Manchester Ward 5,State House District No. 12,D,Bouldin,734.0
Hillsborough,Manchester Ward 5,State House District No. 12,,Scatter,34.0
Hillsborough,Manchester Ward 6,State House District No. 13,R,Infantine,1775.0
Hillsborough,Manchester Ward 6,State House District No. 13,R,Gagne,1552.0
Hillsborough,Manchester Ward 6,State House District No. 13,D,Monzon,1020.0
Hillsborough,Manchester Ward 6,State House District No. 13,D,Duval,1328.0
Hillsborough,Manchester Ward 6,State House District No. 13,,Scatter,19.0
Hillsborough,Manchester Ward 7,State House District No. 14,R,Terrio,970.0
Hillsborough,Manchester Ward 7,State House District No. 14,R,Aubin,913.0
Hillsborough,Manchester Ward 7,State House District No. 14,D,Heath,1012.0
Hillsborough,Manchester Ward 7,State House District No. 14,D,Freitas,1011.0
Hillsborough,Manchester Ward 7,State House District No. 14,,Scatter,1.0
Hillsborough,Manchester Ward 8,State House District No. 15,R,Vaillancourt,1338.0
Hillsborough,Manchester Ward 8,State House District No. 15,R,McLean,1427.0
Hillsborough,Manchester Ward 8,State House District No. 15,D,Katsiantonis,1580.0
Hillsborough,Manchester Ward 8,State House District No. 15,D,Curran,1221.0
Hillsborough,Manchester Ward 8,State House District No. 15,,Scatter,5.0
Hillsborough,Manchester Ward 9,State House District No. 16,R,Sullivan,1077.0
Hillsborough,Manchester Ward 9,State House District No. 16,R,Stefanik,1074.0
Hillsborough,Manchester Ward 9,State House District No. 16,D,Shaw,1382.0
Hillsborough,Manchester Ward 9,State House District No. 16,D,McCloskey,971.0
Hillsborough,Manchester Ward 9,State House District No. 16,,Scatter,
Hillsborough,Manchester Ward 10,State House District No 17,R,Simmons,1125.0
Hillsborough,Manchester Ward 10,State House District No 17,R,Garthwaite,1075.0
Hillsborough,Manchester Ward 10,State House District No 17,D,Smith,1178.0
Hillsborough,Manchester Ward 10,State House District No 17,D,Hopwood,1084.0
Hillsborough,Manchester Ward 10,State House District No 17,,Scatter,
Hillsborough,Manchester Ward 11,State House District No. 18,R,Sandblade,731.0
Hillsborough,Manchester Ward 11,State House District No. 18,R,Gamache,708.0
Hillsborough,Manchester Ward 11,State House District No. 18,D,Forest,789.0
Hillsborough,Manchester Ward 11,State House District No. 18,D,Cornell,796.0
Hillsborough,Manchester Ward 11,State House District No. 18,,Scatter,10.0
Hillsborough,Manchester Ward 12,State House District No. 19,R,Marston,1187.0
Hillsborough,Manchester Ward 12,State House District No. 19,R,Broulidakis,958.0
Hillsborough,Manchester Ward 12,State House District No. 19,D,Knoy,896.0
Hillsborough,Manchester Ward 12,State House District No. 19,D,Backus,1206.0
Hillsborough,Manchester Ward 12,State House District No. 19,,Scatter,2.0
Hillsborough,Litchfield,State House District No. 20,R,Boehm,2013.0
Hillsborough,Litchfield,State House District No. 20,R,Byron,2240.0
Hillsborough,Litchfield,State House District No. 20,,Scatter,21.0
Hillsborough,Merrimack,State House District No. 21,R,Balcom,4841.0
Hillsborough,Merrimack,State House District No. 21,R,Barry,5361.0
Hillsborough,Merrimack,State House District No. 21,R,Christensen,5413.0
Hillsborough,Merrimack,State House District No. 21,R,Hinch,5336.0
Hillsborough,Merrimack,State House District No. 21,R,Moore,4796.0
Hillsborough,Merrimack,State House District No. 21,R,Notter,5318.0
Hillsborough,Merrimack,State House District No. 21,R,Pellegrino,5481.0
Hillsborough,Merrimack,State House District No. 21,R,Straight,4975.0
Hillsborough,Merrimack,State House District No. 21,D,Rothman,3054.0
Hillsborough,Merrimack,State House District No. 21,D,Bean,3415.0
Hillsborough,Merrimack,State House District No. 21,D,Fulmer,2659.0
Hillsborough,Merrimack,State House District No. 21,D,Grady,3795.0
Hillsborough,Merrimack,State House District No. 21,D,Hanson,2807.0
Hillsborough,Merrimack,State House District No. 21,D,Kojak,3399.0
Hillsborough,Merrimack,State House District No. 21,R,Nozell,2649.0
Hillsborough,Merrimack,State House District No. 21,D,Rotast,3206.0
Hillsborough,Merrimack,State House District No. 21,,Scatter,
Hillsborough,Amherst,State House District No. 22,R,Stepanek,2858.0
Hillsborough,Amherst,State House District No. 22,R,Hansen,2840.0
Hillsborough,Amherst,State House District No. 22,R,Rowe,2896.0
Hillsborough,Amherst,State House District No. 22,D,Radhakrishnan,2131.0
Hillsborough,Amherst,State House District No. 22,D,Chandley,2798.0
Hillsborough,Amherst,State House District No. 22,,Scatter,
Hillsborough,Milford,State House District No. 23,R,Sweeney,2681.0
Hillsborough,Milford,State House District No. 23,R,Biggie,2574.0
Hillsborough,Milford,State House District No. 23,R,Goulette,2621.0
Hillsborough,Milford,State House District No. 23,R,Halstead,2596.0
Hillsborough,Milford,State House District No. 23,D,Salmon,2092.0
Hillsborough,Milford,State House District No. 23,D,deMichael,1917.0
Hillsborough,Milford,State House District No. 23,D,Heden,2282.0
Hillsborough,Milford,State House District No. 23,D,Lindon,2053.0
Hillsborough,Milford,State House District No. 23,,Scatter,5.0
Hillsborough,Peterborough,State House District No. 24,D,Vann,1463.0
Hillsborough,Peterborough,State House District No. 24,D,Leishman,1642.0
Hillsborough,Peterborough,State House District No. 24,IND,Carpenter,1007.0
Hillsborough,Peterborough,State House District No. 24,,Scatter,27.0
Hillsborough,New Ipswich,State House District No. 25,R,Parison,1234.0
Hillsborough,New Ipswich,State House District No. 25,R,Coffey,1352.0
Hillsborough,New Ipswich,State House District No. 25,,Scatter,11.0
Hillsborough,Sharon,State House District No. 25,R,Parison,96.0
Hillsborough,Sharon,State House District No. 25,R,Coffey,90.0
Hillsborough,Sharon,State House District No. 25,,Scatter,2.0
Hillsborough,Temple,State House District No. 25,R,Parison,378.0
Hillsborough,Temple,State House District No. 25,R,Coffey,383.0
Hillsborough,Temple,State House District No. 25,,Scatter,
Hillsborough,Brookline,State House District No. 26,R,Flanagan,1180.0
Hillsborough,Brookline,State House District No. 26,R,Adams,1083.0
Hillsborough,Brookline,State House District No. 26,D,Taylor,803.0
Hillsborough,Brookline,State House District No. 26,D,Levesque,993.0
Hillsborough,Brookline,State House District No. 26,,Scatter,14.0
Hillsborough,Mason,State House District No. 26,R,Flanagan,329.0
Hillsborough,Mason,State House District No. 26,R,Adams,306.0
Hillsborough,Mason,State House District No. 26,D,Taylor,208.0
Hillsborough,Mason,State House District No. 26,D,Levesque,261.0
Hillsborough,Mason,State House District No. 26,,Scatter,
Hillsborough,Hollis,State House District No. 27,R,Gargasz,2235.0
Hillsborough,Hollis,State House District No. 27,R,Belanger,2423.0
Hillsborough,Hollis,State House District No. 27,D,McGhee,1413.0
Hillsborough,Hollis,State House District No. 27,D,Bettilyn,1020.0
Hillsborough,Hollis,State House District No. 27,,Scatter,8.0
Hillsborough,Nashua Ward 1,State House District No. 28,R,Seidel,1932.0
Hillsborough,Nashua Ward 1,State House District No. 28,R,Eastman,1646.0
Hillsborough,Nashua Ward 1,State House District No. 28,R,Ferreira,1798.0
Hillsborough,Nashua Ward 1,State House District No. 28,D,Woodward,1561.0
Hillsborough,Nashua Ward 1,State House District No. 28,D,Gale,1640.0
Hillsborough,Nashua Ward 1,State House District No. 28,D,Schmidt,1632.0
Hillsborough,Nashua Ward 1,State House District No. 28,,Scatter,
Hillsborough,Nashua Ward 2,State House District No. 29,R,Ziehm II,1317.0
Hillsborough,Nashua Ward 2,State House District No. 29,R,McCarthy,1493.0
Hillsborough,Nashua Ward 2,State House District No. 29,R,McClarren,1343.0
Hillsborough,Nashua Ward 2,State House District No. 29,D,Vail,1259.0
Hillsborough,Nashua Ward 2,State House District No. 29,D,Harvey,1503.0
Hillsborough,Nashua Ward 2,State House District No. 29,D,Shaff,1122.0
Hillsborough,Nashua Ward 2,State House District No. 29,,Scatter,5.0
Hillsborough,Nashua Ward 3,State House District No. 30,R,Scontsas,1450.0
Hillsborough,Nashua Ward 3,State House District No. 30,R,Coffman,1087.0
Hillsborough,Nashua Ward 3,State House District No. 30,R,Creem,1012.0
Hillsborough,Nashua Ward 3,State House District No. 30,D,Rosenwald,1460.0
Hillsborough,Nashua Ward 3,State House District No. 30,D,Cohen,1306.0
Hillsborough,Nashua Ward 3,State House District No. 30,D,MacKay,1236.0
Hillsborough,Nashua Ward 3,State House District No. 30,,Scatter,
Hillsborough,Nashua Ward 4,State House District No. 31,R,Van Twuyver,554.0
Hillsborough,Nashua Ward 4,State House District No. 31,R,"Hogan, Alicen",497.0
Hillsborough,Nashua Ward 4,State House District No. 31,R,"Hogan, Austin",498.0
Hillsborough,Nashua Ward 4,State House District No. 31,D,Gorman,948.0
Hillsborough,Nashua Ward 4,State House District No. 31,D,Brown,886.0
Hillsborough,Nashua Ward 4,State House District No. 31,D,Cote,949.0
Hillsborough,Nashua Ward 4,State House District No. 31,,Scatter,5.0
Hillsborough,Nashua Ward 5,State House District No. 32,R,LeBrun,1900.0
Hillsborough,Nashua Ward 5,State House District No. 32,R,Murotake,1933.0
Hillsborough,Nashua Ward 5,State House District No. 32,R,Palmer,1652.0
Hillsborough,Nashua Ward 5,State House District No. 32,D,Pedersen,1533.0
Hillsborough,Nashua Ward 5,State House District No. 32,R,Labrecque,1473.0
Hillsborough,Nashua Ward 5,State House District No. 32,D,MacAuslan,1298.0
Hillsborough,Nashua Ward 5,State House District No. 32,,Scatter,14.0
Hillsborough,Nashua Ward 6,State House District No. 33,R,Simoneau,1020.0
Hillsborough,Nashua Ward 6,State House District No. 33,R,Reed,951.0
Hillsborough,Nashua Ward 6,State House District No. 33,R,Saunders,967.0
Hillsborough,Nashua Ward 6,State House District No. 33,D,Guerette,1055.0
Hillsborough,Nashua Ward 6,State House District No. 33,D,Booras,1055.0
Hillsborough,Nashua Ward 6,State House District No. 33,d,Gidge,1340.0
Hillsborough,Nashua Ward 6,State House District No. 33,,Scatter,12.0
Hillsborough,Nashua Ward 7,State House District No. 34,R,Twombly,1118.0
Hillsborough,Nashua Ward 7,State House District No. 34,R,Erickson,998.0
Hillsborough,Nashua Ward 7,State House District No. 34,R,Hogan,1100.0
Hillsborough,Nashua Ward 7,State House District No. 34,D,Soucy,1227.0
Hillsborough,Nashua Ward 7,State House District No. 34,D,Garcia,754.0
Hillsborough,Nashua Ward 7,State House District No. 34,D,Nutting,1072.0
Hillsborough,Nashua Ward 7,State House District No. 34,,Scatter,
Hillsborough,Nashua Ward 8,State House District No. 35,R,Stebbins,1322.0
Hillsborough,Nashua Ward 8,State House District No. 35,R,Brophy II,1208.0
Hillsborough,Nashua Ward 8,State House District No. 35,R,Silva,1450.0
Hillsborough,Nashua Ward 8,State House District No. 35,D,Mangipudi,1573.0
Hillsborough,Nashua Ward 8,State House District No. 35,D,Hansberry,1406.0
Hillsborough,Nashua Ward 8,State House District No. 35,D,Jean,1261.0
Hillsborough,Nashua Ward 8,State House District No. 35,,Scatter,16.0
Hillsborough,Nashua Ward 9,State House District No. 36,R,Ohm,1532.0
Hillsborough,Nashua Ward 9,State House District No. 36,R,Brown,1272.0
Hillsborough,Nashua Ward 9,State House District No. 36,R,Krasucki,1333.0
Hillsborough,Nashua Ward 9,State House District No. 36,D,"O'Brien, Sr.",1509.0
Hillsborough,Nashua Ward 9,State House District No. 36,D,Harriott-Gathright,1330.0
Hillsborough,Nashua Ward 9,State House District No. 36,D,Jack,1415.0
Hillsborough,Nashua Ward 9,State House District No. 36,,Scatter,11.0
Hillsborough,Hudson,State House District No 37,R,Rice,4347.0
Hillsborough,Hudson,State House District No 37,R,Schleien,3561.0
Hillsborough,Hudson,State House District No 37,R,Smith,3862.0
Hillsborough,Hudson,State House District No 37,R,Takesian,3581.0
Hillsborough,Hudson,State House District No 37,R,Ulery,3775.0
Hillsborough,Pelham,State House District No 37,R,Rice,2318.0
Hillsborough,Pelham,State House District No 37,R,Schleien,1996.0
Hillsborough,Pelham,State House District No 37,R,Smith,2462.0
Hillsborough,Pelham,State House District No 37,R,Takesian,2666.0
Hillsborough,Pelham,State House District No 37,R,Ulery,2029.0
Hillsborough,Hudson,State House District No 37,R,Christiansen,4047.0
Hillsborough,Hudson,State House District No 37,R,Estevez,3442.0
Hillsborough,Hudson,State House District No 37,R,Haefner,3973.0
Hillsborough,Hudson,State House District No 37,R,Jasper,4199.0
Hillsborough,Hudson,State House District No 37,R,"Ober, L.",4573.0
Hillsborough,Pelham,State House District No 37,R,Christiansen,2173.0
Hillsborough,Pelham,State House District No 37,R,Estevez,2439.0
Hillsborough,Pelham,State House District No 37,R,Haefner,2010.0
Hillsborough,Pelham,State House District No 37,R,Jasper,2020.0
Hillsborough,Pelham,State House District No 37,R,"Ober, L.",2510.0
Hillsborough,Hudson,State House District No 37,R,"Ober, R.",4125.0
Hillsborough,Hudson,State House District No 37,D,Lynde,2519.0
Hillsborough,Hudson,State House District No 37,D,Marceau,2737.0
Hillsborough,Hudson,State House District No 37,D,Muller,2485.0
Hillsborough,Pelham,State House District No 37,R,"Ober, R.",2238.0
Hillsborough,Pelham,State House District No 37,D,Lynde,1902.0
Hillsborough,Pelham,State House District No 37,D,Marceau,1428.0
Hillsborough,Pelham,State House District No 37,D,Muller,1029.0
Hillsborough,Hudson,State House District No 37,D,Riley,2806.0
Hillsborough,Hudson,State House District No 37,D,Serino,2575.0
Hillsborough,Hudson,State House District No 37,D,Urrutia,2385.0
Hillsborough,Hudson,State House District No 37,D,Kennedy,2940.0
Hillsborough,Hudson,State House District No 37,,Scatter,114.0
Hillsborough,Pelham,State House District No 37,D,Riley,1264.0
Hillsborough,Pelham,State House District No 37,D,Serino,1105.0
Hillsborough,Pelham,State House District No 37,D,Urrutia,927.0
Hillsborough,Pelham,State House District No 37,D,Kennedy,1322.0
Hillsborough,Pelham,State House District No 37,,Scatter,8.0
Hillsborough,Antrim,State House District No. 38,R,Kofalt,436.0
Hillsborough,Antrim,State House District No. 38,R,Edelblut,477.0
Hillsborough,Antrim,State House District No. 38,D,McNamara,516.0
Hillsborough,Antrim,State House District No. 38,D,Hahn,501.0
Hillsborough,Antrim,State House District No. 38,,Scatter,
Hillsborough,Bennington,State House District No. 38,R,Kofalt,246.0
Hillsborough,Bennington,State House District No. 38,R,Edelblut,259.0
Hillsborough,Bennington,State House District No. 38,D,McNamara,201.0
Hillsborough,Bennington,State House District No. 38,D,Hahn,192.0
Hillsborough,Bennington,State House District No. 38,,Scatter,
Hillsborough,Francestown,State House District No. 38,R,Kofalt,331.0
Hillsborough,Francestown,State House District No. 38,R,Edelblut,352.0
Hillsborough,Francestown,State House District No. 38,D,McNamara,368.0
Hillsborough,Francestown,State House District No. 38,D,Hahn,348.0
Hillsborough,Francestown,State House District No. 38,,Scatter,3.0
Hillsborough,Greenfield,State House District No. 38,R,Kofalt,294.0
Hillsborough,Greenfield,State House District No. 38,R,Edelblut,313.0
Hillsborough,Greenfield,State House District No. 38,D,McNamara,263.0
Hillsborough,Greenfield,State House District No. 38,D,Hahn,276.0
Hillsborough,Greenfield,State House District No. 38,,Scatter,2.0
Hillsborough,Greenville,State House District No. 38,R,Kofalt,259.0
Hillsborough,Greenville,State House District No. 38,R,Edelblut,279.0
Hillsborough,Greenville,State House District No. 38,D,McNamara,269.0
Hillsborough,Greenville,State House District No. 38,D,Hahn,244.0
Hillsborough,Greenville,State House District No. 38,,Scatter,
Hillsborough,Hancock,State House District No. 38,R,Kofalt,345.0
Hillsborough,Hancock,State House District No. 38,R,Edelblut,350.0
Hillsborough,Hancock,State House District No. 38,D,McNamara,536.0
Hillsborough,Hancock,State House District No. 38,D,Hahn,521.0
Hillsborough,Hancock,State House District No. 38,,Scatter,
Hillsborough,Hillsborough,State House District No. 38,R,Kofalt,782.0
Hillsborough,Hillsborough,State House District No. 38,R,Edelblut,833.0
Hillsborough,Hillsborough,State House District No. 38,D,McNamara,867.0
Hillsborough,Hillsborough,State House District No. 38,D,Hahn,869.0
Hillsborough,Hillsborough,State House District No. 38,,Scatter,1.0
Hillsborough,Lyndeborough,State House District No. 38,R,Kofalt,345.0
Hillsborough,Lyndeborough,State House District No. 38,R,Edelblut,367.0
Hillsborough,Lyndeborough,State House District No. 38,D,McNamara,303.0
Hillsborough,Lyndeborough,State House District No. 38,D,Hahn,300.0
Hillsborough,Lyndeborough,State House District No. 38,,Scatter,
Hillsborough,Wilton,State House District No. 38,R,Kofalt,699.0
Hillsborough,Wilton,State House District No. 38,R,Edelblut,777.0
Hillsborough,Wilton,State House District No. 38,D,McNamara,708.0
Hillsborough,Wilton,State House District No. 38,D,Hahn,685.0
